LAB SAMPLE ID,SITE_NAME,COLLECTION_DATE,Year_Month,SAMPLE TYPE,Experiment,Treatment,Treatment Class,Treatment Number,Plot,SAMPLE DEPTH LABEL,PARAMETER,VALUE,DL,UNITS,DL Flag,ANALYSIS COMMENT
PB11-6085,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-5,FTHg,13.177,0.06985101,ng/L,,Rigorous BrCl
PB11-6095 FHg,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R3.5-Lime,Lime,3,3,0-5,FTHg,19.84,0.06985101,ng/L,,Rigorous BrCl
PB11-6095 FHg,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R3.5-Lime,Lime,3,3,0-5,FTHg,20.03,0.06985101,ng/L,,anal rep w/ rig brcl
PB11-6096,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,0-5,FTHg,11.327,0.06985101,ng/L,,Rigorous BrCl
PB11-6107,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R2.2-Biochar,Biochar,4,2,0-5,FTHg,19.213,0.06985101,ng/L,,Rigorous BrCl
PB11-6107,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R2.2-Biochar,Biochar,4,2,0-5,FTHg,19.351,0.06985101,ng/L,,Rigorous BrCl
PB11-6118,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R2.3-Lime,Lime,3,2,0-5,FTHg,14.519,0.06985101,ng/L,,Rigorous BrCl
PB11-6120 FHg,Field Blanks,09/27/11,11.75,Field Blank,Plot Amendments,process blank,,,,,FTHg,0.504,0.06985101,ng/L,,
PB11-6120 FHg,Field Blanks,09/27/11,11.75,Field Blank,Plot Amendments,process blank,,,,,FTHg,0.314,0.1300674,ng/L,,blank
PB11-6121 FHg,Field Blanks,09/27/11,11.75,Field Blank,Plot Amendments,process blank,,,,,FTHg,0.381,0.06985101,ng/L,,
PB11-6121 FHg,Field Blanks,09/27/11,11.75,Field Blank,Plot Amendments,process blank,,,,,FTHg,0.331,0.1300674,ng/L,,blank
PB11-6122 FHg,Field Blanks,09/27/11,11.75,Field Blank,Plot Amendments,process blank,,,,,FTHg,0.392,0.06985101,ng/L,,
PB11-6122 FHg,Field Blanks,09/27/11,11.75,Field Blank,Plot Amendments,process blank,,,,,FTHg,0.382,0.1300674,ng/L,,blank
PB12-6200,Field Blanks,09/24/12,12.75,Field Blank,Plot Amendments,process blank,,,,,FTHg,2.4,1.564,ng/L,<,process blank
PB12-6201,Field Blanks,09/24/12,12.75,Field Blank,Plot Amendments,process blank,,,,,FTHg,1.55,1.564,ng/L,<,process blank
PB12-6202,Field Blanks,09/24/12,12.75,Field Blank,Plot Amendments,process blank,,,,,FTHg,1.23,1.564,ng/L,<,process blank
PB12-6222,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R1.2-Biochar,Biochar,4,1,0-5,FTHg,8.42,1.564,ng/L,,
PB12-6234,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R1.3-Control,Control,1,1,0-5,FTHg,14.24,1.564,ng/L,,
PB12-6246,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-5,FTHg,6.23,1.564,ng/L,,
PB12-6258,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,0-5,FTHg,9.7,1.564,ng/L,,
PB12-6258,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,0-5,FTHg,9.37,1.564,ng/L,,Digestion Replicate
PB12-6270,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R2.2-Biochar,Biochar,4,2,0-5,FTHg,3.27,1.564,ng/L,,
PB12-6282,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R2.4-Control,Control,1,2,0-5,FTHg,5.16,1.564,ng/L,,
PB12-6294,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R3.2-Control,Control,1,3,0-5,FTHg,16.16,1.564,ng/L,,
PB12-6294,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R3.2-Control,Control,1,3,0-5,FTHg,15.55,1.564,ng/L,,Digestion Replicate
PB12-6306,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-5,FTHg,3.79,1.564,ng/L,,
PB12-6318,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,FTHg,2.55,1.564,ng/L,,
PB12-6330,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R1.2-Biochar,Biochar,4,1,0-5,FTHg,0.96,1.564,ng/L,<,
PB12-6342,W21-UM-West-A,09/24/12,12.75,porewater,Plot Amendments,R1.3-Control,Control,1,1,0-5,FTHg,4.39,1.564,ng/L,,
PB12-6354,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-5,FTHg,7.32,1.564,ng/L,,
PB12-6366,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,0-5,FTHg,11.61,1.564,ng/L,,
PB12-6378,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R2.2-Biochar,Biochar,4,2,0-5,FTHg,5.57,1.564,ng/L,,
PB12-6390,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R2.4-Control,Control,1,2,0-5,FTHg,36.32,1.564,ng/L,,
PB12-6402,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R3.2-Control,Control,1,3,0-5,FTHg,1.29,1.564,ng/L,<,
PB12-6414,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-5,FTHg,1.4,1.564,ng/L,<,
PB12-6426,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,FTHg,1.07,1.564,ng/L,<,
PB12-6426,W21-UM-Central-B,09/24/12,12.75,porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,FTHg,1.35,1.564,ng/L,<,Digestion Replicate
PB10-8940,W21-UM-Central-B,09/21/10,10.75,porewater,Plot Amendments,Control-Initial,Control,1,,0-5,FTHg,46.721,0.103,ng/L,,
PB10-8952,W21-UM-Central-B,09/21/10,10.75,porewater,Plot Amendments,Sedimite-Initial,Sedimite,5,,0-5,FTHg,72.853,0.103,ng/L,,
PB10-8964,W21-UM-Central-B,09/21/10,10.75,porewater,Plot Amendments,Biochar-Initial,Biochar,4,Composite,0-5,FTHg,97.431,0.103,ng/L,,
PB10-8976,W21-UM-Central-B,09/21/10,10.75,porewater,Plot Amendments,Lime-Initial,Lime,3,Composite,0-5,FTHg,84.269,0.103,ng/L,,
PB10-8988,W21-UM-Central-B,09/21/10,10.75,porewater,Plot Amendments,Iron-Initial,FeCl2,2,Composite,0-5,FTHg,79.56,0.103,ng/L,,
PB10-9282,W21-UM-Central-B,10/19/10,10.8333333333333,porewater,Plot Amendments,R1.1-Lime,Lime,3,1,0-5,FTHg,94.025,0.103,ng/L,,
PB10-8943,W21-UM-Central-B,09/21/10,10.75,porewater,Plot Amendments,Control-Initial,Control,1,,0-5,K,100,90,mg/L,,"Precipitate, Blanks analyzed 12/8/2010 and 12/10/2010"
PB10-8955,W21-UM-Central-B,09/21/10,10.75,porewater,Plot Amendments,Sedimite-Initial,Sedimite,5,,0-5,K,100,90,mg/L,,"Precipitate, Blanks analyzed 12/8/2010 and 12/10/2010"
PB10-8967,W21-UM-Central-B,09/21/10,10.75,porewater,Plot Amendments,Biochar-Initial,Biochar,4,Composite,0-5,K,90,90,mg/L,<,Blanks analyzed 12/8/2010 and 12/10/2010
PB10-8979,W21-UM-Central-B,09/21/10,10.75,porewater,Plot Amendments,Lime-Initial,Lime,3,Composite,0-5,K,100,90,mg/L,,"Precipitate, Blanks analyzed 12/8/2010 and 12/10/2010"
PB10-8991,W21-UM-Central-B,09/21/10,10.75,porewater,Plot Amendments,Iron-Initial,FeCl2,2,Composite,0-5,K,100,90,mg/L,,"Color at bottom, Blanks analyzed 12/8/2010 and 12/10/2010, replicates averaged"
PB10-9003,W21-UM-West-A,09/21/10,10.75,porewater,Plot Amendments,Control-Initial,Control,1,Composite,0-5,K,100,90,mg/L,,"Precipitate, Blanks analyzed 12/8/2010 and 12/10/2010"
PB10-9015,W21-UM-West-A,09/21/10,10.75,porewater,Plot Amendments,Sedimite-Initial,Sedimite,5,,0-5,K,110,90,mg/L,,"Color at bottom, Blanks analyzed 12/8/2010 and 12/10/2010"
PB10-9027,W21-UM-West-A,09/21/10,10.75,porewater,Plot Amendments,Biochar-Initial,Biochar,4,Composite,0-5,K,110,90,mg/L,,"Color at bottom, Blanks analyzed 12/8/2010 and 12/10/2010"
PB10-9039,W21-UM-West-A,09/21/10,10.75,porewater,Plot Amendments,Lime-Initial,Lime,3,Composite,0-5,K,100,90,mg/L,,"Precipitate, Blanks analyzed 12/8/2010 and 12/10/2010"
PB10-9051,W21-UM-West-A,09/21/10,10.75,porewater,Plot Amendments,Iron-Initial,FeCl2,2,Composite,0-5,K,100,90,mg/L,,"Precipitate, Blanks analyzed 12/8/2010 and 12/10/2010, replicates averaged"
PB10-9085,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R1.1-Lime,Lime,3,1,0-5,K,70,90,mg/L,<,"Precipitate, Blanks analyzed 12/8/2010 and 12/10/2010"
PB10-9098,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R1.2-Biochar,Biochar,4,1,0-5,K,80,90,mg/L,<,"Precipitate, Blanks analyzed 12/8/2010 and 12/10/2010"
PB10-9111,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R1.3-Control,Control,1,1,0-5,K,60,90,mg/L,<,"Color at bottom, Blanks analyzed 12/8/2010 and 12/10/2010, replicates averaged"
PB10-9125,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R1.4-FeCl2,FeCl2,2,1,0-5,K,60,90,mg/L,<,"Color at bottom, Blanks analyzed 12/8/2010 and 12/10/2010"
PB10-9138,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-5,K,100,90,mg/L,,"Color at bottom, Blanks analyzed 12/8/2010 and 12/10/2010, replicates averaged"
PB10-9151,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,0-5,K,90,90,mg/L,<,"Precipitate, Blanks analyzed 12/8/2010 and 12/10/2010"
PB10-9165,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R2.2-Biochar,Biochar,4,2,0-5,K,90,90,mg/L,<,"Precipitate, Blanks analyzed 12/8/2010 and 12/10/2010"
PB10-9178,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R2.3-Lime,Lime,3,2,0-5,K,80,90,mg/L,<,"Precipitate, Blanks analyzed 12/8/2010 and 12/10/2010"
PB10-9191,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R2.4-Control,Control,1,2,0-5,K,80,90,mg/L,<,"Precipitate, Blanks analyzed 12/8/2010 and 12/10/2010, replicates averaged"
PB10-9205,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R2.5-FeCl2,FeCl2,2,2,0-5,K,60,90,mg/L,<,"Color at bottom, Blanks analyzed 12/8/2010 and 12/10/2010, replicates averaged"
PB10-9218,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R3.1-FeCl2,FeCl2,2,3,0-5,K,70,90,mg/L,<,"Color at bottom, Blanks analyzed 12/8/2010 and 12/10/2010"
PB10-9231,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R3.2-Control,Control,1,3,0-5,K,80,90,mg/L,<,"Precipitate, Blanks analyzed 12/8/2010 and 12/10/2010, replicates averaged"
PB10-9245,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-5,K,90,90,mg/L,<,"Precipitate, Blanks analyzed 12/8/2010 and 12/10/2010"
PB10-9258,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,K,120,90,mg/L,,"Precipitate, Blanks analyzed 12/8/2010 and 12/10/2010"
PB10-9271,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,R3.5-Lime,Lime,3,3,0-5,K,90,90,mg/L,<,"Precipitate, Blanks analyzed 12/8/2010 and 12/10/2010"
PB10-9285,W21-UM-Central-B,10/19/10,10.8333333333333,porewater,Plot Amendments,R1.1-Lime,Lime,3,1,0-5,K,60,90,mg/L,<,"Precipitate, Blanks analyzed 12/8/2010 and 12/10/2010"
PB10-9298,W21-UM-Central-B,10/19/10,10.8333333333333,porewater,Plot Amendments,R1.2-Biochar,Biochar,4,1,0-5,K,70,90,mg/L,<,"Precipitate, Blanks analyzed 12/8/2010 and 12/10/2010"
PB10-9311,W21-UM-Central-B,10/19/10,10.8333333333333,porewater,Plot Amendments,R1.3-Control,Control,1,1,0-5,K,70,90,mg/L,<,"Precipitate, Blanks analyzed 12/8/2010 and 12/10/2010, replicates averaged"
PB10-9325,W21-UM-Central-B,10/19/10,10.8333333333333,porewater,Plot Amendments,R1.4-FeCl2,FeCl2,2,1,0-5,K,70,90,mg/L,<,Blanks analyzed 12/8/2010 and 12/10/2010
PB10-9338,W21-UM-Central-B,10/19/10,10.8333333333333,porewater,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-5,K,100,90,mg/L,,"Precipitate, Blanks analyzed 12/8/2010 and 12/10/2010"
PB10-9351,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,0-5,K,90,90,mg/L,<,Blanks analyzed 12/8/2010 and 12/10/2010
PB10-9365,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,R2.2-Biochar,Biochar,4,2,0-5,K,80,90,mg/L,<,"Precipitate, Blanks analyzed 12/8/2010 and 12/10/2010, replicates averaged"
PB10-9378,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,R2.3-Lime,Lime,3,2,0-5,K,90,90,mg/L,<,"Precipitate, Blanks analyzed 12/8/2010 and 12/10/2010"
PB10-9391,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,R2.4-Control,Control,1,2,0-5,K,80,90,mg/L,<,"Precipitate, Blanks analyzed 12/8/2010 and 12/10/2010, replicates averaged"
PB10-9405,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,R2.5-FeCl2,FeCl2,2,2,0-5,K,70,90,mg/L,<,Blanks analyzed 12/8/2010 and 12/10/2010
PB10-9418,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,R3.1-FeCl2,FeCl2,2,3,0-5,K,60,90,mg/L,<,Blanks analyzed 12/8/2010 and 12/10/2010
PB10-9431,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,R3.2-Control,Control,1,3,0-5,K,60,90,mg/L,<,"Blanks analyzed 12/8/2010 and 12/10/2010, replicates averaged"
PB10-9445,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-5,K,70,90,mg/L,<,"Precipitate, Blanks analyzed 12/8/2010 and 12/10/2010"
PB10-9458,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,K,80,90,mg/L,<,"Color at bottom, Blanks analyzed 12/8/2010 and 12/10/2010"
PB10-9471,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,R3.5-Lime,Lime,3,3,0-5,K,80,90,mg/L,<,"Blanks analyzed 12/8/2010 and 12/10/2010, replicates averaged"
PB10-9485,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,silt cap,silt cap,8,,0-5,K,50,90,mg/L,<,Blanks analyzed 12/8/2010 and 12/10/2010
PB10-9498,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,sand cap,sand cap,7,,0-5,K,30,90,mg/L,<,"Color at bottom, Blanks analyzed 12/8/2010 and 12/10/2010"
PB10-9511,W21-UM-West-A,10/19/10,10.8333333333333,porewater,Plot Amendments,control,outside control,6,,0-5,K,80,90,mg/L,<,"Color at bottom, Blanks analyzed 12/8/2010 and 12/10/2010"
PB10-9525,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,silt cap,silt cap,8,,0-5,K,70,90,mg/L,<,Blanks analyzed 12/8/2010 and 12/10/2010
PB10-9538,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,sand cap,sand cap,7,,0-5,K,60,90,mg/L,<,"Color at bottom, Blanks analyzed 12/8/2010 and 12/10/2010"
PB10-9551,W21-UM-Central-B,10/20/10,10.8333333333333,porewater,Plot Amendments,control,outside control,6,,0-5,K,70,90,mg/L,<,Blanks analyzed 12/8/2010 and 12/10/2010
PB10-9569,Field Blanks,10/12/10,10.8333333333333,porewater,Plot Amendments,process blank,process blank,,,0-5,K,0.03,0.09,mg/L,<,Blanks ONLY
PB10-9570,Field Blanks,10/12/10,10.8333333333333,porewater,Plot Amendments,process blank,process blank,,,0-5,K,-0.03,0.09,mg/L,<,Blanks ONLY
PB10-9571,Field Blanks,10/12/10,10.8333333333333,porewater,Plot Amendments,process blank,process blank,,,0-5,K,0,0.09,mg/L,<,Blanks ONLY
PB11-5025,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R1.1-Lime,Lime,3,1,0-5,K,41.306,0.349,mg/L,,"Not blank corrected, Precipitate"
PB11-5037,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R1.2-Biochar,Biochar,4,1,0-5,K,42.528,0.349,mg/L,,"Not blank corrected, Precipitate"
PB11-5049,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R1.3-Control,Control,1,1,0-5,K,36.778,0.349,mg/L,,"Not blank corrected, Precipitate"
PB11-5049,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R1.3-Control,Control,1,1,0-5,K,37.602,0.349,mg/L,,"Not blank corrected, Precipitate"
PB11-5061,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R1.4-FeCl2,FeCl2,2,1,0-5,K,49.618,0.349,mg/L,,"Not blank corrected, Color at bottom"
PB11-5073,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-5,K,56.438,0.349,mg/L,,"Not blank corrected, Color at bottom"
PB11-5085,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,0-5,K,60.029,0.349,mg/L,,"Not blank corrected, Precipitate"
PB11-5097,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R2.2-Biochar,Biochar,4,2,0-5,K,54.692,0.349,mg/L,,"Not blank corrected, Precipitate"
PB11-5109,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R2.3-Lime,Lime,3,2,0-5,K,51.918,0.349,mg/L,,"Not blank corrected, Precipitate"
PB11-5121,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R2.4-Control,Control,1,2,0-5,K,44.561,0.349,mg/L,,"Not blank corrected, Precipitate"
PB11-5133,W21-UM-West-A,06/06/11,11.5,porewater,Plot Amendments,R2.5-FeCl2,FeCl2,2,2,0-5,K,39.039,0.349,mg/L,,"Not blank corrected, Precipitate"
PB11-5145,W21-UM-West-A,06/07/11,11.5,porewater,Plot Amendments,R3.1-FeCl2,FeCl2,2,3,0-5,K,28.43,0.349,mg/L,,"Not blank corrected, Precipitate"
PB11-5157,W21-UM-West-A,06/07/11,11.5,porewater,Plot Amendments,R3.2-Control,Control,1,3,0-5,K,26.552,0.349,mg/L,,"Not blank corrected, Precipitate"
PB11-5169,W21-UM-West-A,06/07/11,11.5,porewater,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-5,K,38.167,0.349,mg/L,,"Not blank corrected, Precipitate"
PB11-5181,W21-UM-West-A,06/07/11,11.5,porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,K,70.893,0.349,mg/L,,"Not blank corrected, Precipitate"
PB11-5193,W21-UM-West-A,06/07/11,11.5,porewater,Plot Amendments,R3.5-Lime,Lime,3,3,0-5,K,46.683,0.349,mg/L,,"Not blank corrected, Precipitate"
PB11-5241,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R1.1-Lime,Lime,3,1,0-5,K,43.546,0.349,mg/L,,Not blank corrected
PB11-5253,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R1.2-Biochar,Biochar,4,1,0-5,K,40.588,0.349,mg/L,,Not blank corrected
PB11-5265,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R1.3-Control,Control,1,1,0-5,K,40.319,0.349,mg/L,,Not blank corrected
PB11-5277,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R1.4-FeCl2,FeCl2,2,1,0-5,K,35.791,0.349,mg/L,,Not blank corrected
PB11-5277,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R1.4-FeCl2,FeCl2,2,1,0-5,K,35.584,0.349,mg/L,,Not blank corrected
PB11-5289,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-5,K,26.414,0.349,mg/L,,"Not blank corrected, Faint color at bottom"
PB11-5301,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,0-5,K,24.266,0.349,mg/L,,"Not blank corrected, Faint color at bottom"
PB11-5313,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R2.2-Biochar,Biochar,4,2,0-5,K,37.939,0.349,mg/L,,"Not blank corrected, Color at bottom"
PB11-5325,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R2.3-Lime,Lime,3,2,0-5,K,30.345,0.349,mg/L,,"Not blank corrected, Color at bottom"
PB11-5337,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R2.4-Control,Control,1,2,0-5,K,27.58,0.349,mg/L,,"Not blank corrected, Faint color at bottom"
PB11-5349,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R2.5-FeCl2,FeCl2,2,2,0-5,K,28.823,0.349,mg/L,,Not blank corrected
PB11-5361,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R3.1-FeCl2,FeCl2,2,3,0-5,K,27.603,0.349,mg/L,,"Not blank corrected, Faint color at bottom"
PB11-5373,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R3.2-Control,Control,1,3,0-5,K,25.171,0.349,mg/L,,"Not blank corrected, Color at bottom"
PB11-5385,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-5,K,23.083,0.349,mg/L,,"Not blank corrected, Color at bottom"
PB11-5397,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,K,26.403,0.349,mg/L,,"Not blank corrected, Color at bottom"
PB11-5397,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,K,26.622,0.349,mg/L,,"Not blank corrected, Color at bottom"
PB11-5409,W21-UM-Central-B,06/07/11,11.5,porewater,Plot Amendments,R3.5-Lime,Lime,3,3,0-5,K,31.117,0.349,mg/L,,"Not blank corrected, Color at bottom"
PB11-5464,Field Blanks,06/07/11,11.5,Field Blank,Plot Amendments,process blank,process blank,,,,K,0,0.035,mg/L,<,
PB11-5465,Field Blanks,06/07/11,11.5,Field Blank,Plot Amendments,process blank,process blank,,,,K,0.009,0.035,mg/L,<,
PB11-5466,Field Blanks,06/07/11,11.5,Field Blank,Plot Amendments,process blank,process blank,,,,K,-0.014,0.035,mg/L,<,
PB11-5864,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R1.1-Lime,Lime,3,1,0-5,K,40.043,6,mg/L,,
PB11-5875,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R1.2-Biochar,Biochar,4,1,0-5,K,38.145,6,mg/L,,
PB11-5886,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R1.3-Control,Control,1,1,0-5,K,54.465,6,mg/L,,
PB11-5897,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R1.4-FeCl2,FeCl2,2,1,0-5,K,60.598,6,mg/L,,
PB11-5897,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R1.4-FeCl2,FeCl2,2,1,0-5,K,61.734,6,mg/L,,Analysis replicate
PB11-5897,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R1.4-FeCl2,FeCl2,2,1,0-5,K,61.734,6,mg/L,,Analysis replicate
PB11-5908,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R1.5-Sedimite,Sedimite,5,1,0-5,K,61.112,6,mg/L,,
PB11-5919,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R2.1-Sedimite,Sedimite,5,2,0-5,K,58.539,6,mg/L,,Precipitate
PB11-5930,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R2.2-Biochar,Biochar,4,2,0-5,K,62.259,6,mg/L,,
PB11-5941,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R2.3-Lime,Lime,3,2,0-5,K,61.304,6,mg/L,,Precipitate
PB11-5952,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R2.4-Control,Control,1,2,0-5,K,54.718,6,mg/L,,Color at bottom
PB11-5963,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R2.5-FeCl2,FeCl2,2,2,0-5,K,51.957,6,mg/L,,Faint color at bottom
PB11-5974,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R3.1-FeCl2,FeCl2,2,3,0-5,K,57.345,6,mg/L,,
PB11-5985,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R3.2-Control,Control,1,3,0-5,K,57.934,6,mg/L,,
PB11-5996,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R3.3-Biochar,Biochar,4,3,0-5,K,62.012,6,mg/L,,Precipitate
PB11-6007,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,K,77.079,6,mg/L,,Faint color at bottom
PB11-6007,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,K,75.982,6,mg/L,,"Faint color at bottom, Analysis replicate"
PB11-6007,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R3.4-Sedimite,Sedimite,5,3,0-5,K,75.982,6,mg/L,,"Faint color at bottom, Analysis replicate"
PB11-6018,W21-UM-West-A,09/27/11,11.75,Porewater,Plot Amendments,R3.5-Lime,Lime,3,3,0-5,K,71.894,6,mg/L,,Color at bottom
PB11-6032 Cations,W21-UM-Central-B,09/27/11,11.75,Porewater,Plot Amendments,R2.4-Control,Control,1,2,0-5,K,60.59,6,mg/L,,
