site name,site code,state,system,subsite,latitude,longitude,individual ID,sample date,sample month,sample day,sample year,taxonomic group,Genus,species,common name,wet weight N,wet weight mean,wet weight st. dev,wet weight min,wet weight max,wet weight median,dry weight N,dry weight mean,dry weight st. dev.,dry weight min,dry weight max,dry weight median,length N,length mean,length st dev,length min,length max,length median,MeHg N,MeHg mean,MeHg st dev,MeHg min,MeHg max,MeHg median,THg sum N,THg sum mean,THg sum st dev,THg sum min,THg sum max,THg sum median,DMA N,DMA mean,DMA st dev,DMA min,DMA max,DMA median,,,N,N,mean,st dev,min,max,median,N,mean,st dev,min,max,median,N,mean,st dev,min,max,median,N,mean,st dev,min,max,median,N,mean,st dev,min,max,median,N,mean,st dev,min,max,median,N,mean,st dev,min,max,median,N,mean,st dev,min,max,median,tidal cycle,dissolved MeHg (pM),dissolved THg (pM),DOC (ug/L),salinity,temp (deg C),conductivity (uS/cm),pH,DO %sat,DO (mg/L),TSS (mg/L),particulate MeHg (pmol/g),particulate THg (pmol/g),Cha (ug/L),Pha (ug/L),nitrate (ug/L),nitrite (ug/L as N),phosphate (ug/L as P),ammonia (ug/L as N)
Jefferson Patterson,JP-L,MD,Chesapeake,LOC,38.39,-76.5065,,,,,2013,,,,periwinkle,10,0.54786,0.1530121869,0.2925,0.7366,0.5684,10,0.1061,0.0353933453,0.0405,0.1697,0.10755,10,9.6,8.3159819357,0,17,14.5,10,16.077376362,5.7397275407,10.075670168,28.497841974,14.560312068,10,88.327351107,64.949940153,16.035394091,193.70477232,58.804675095,2,213.985,48.443885579,179.73,248.24,213.985,JP-L,2013,July,4,0.016949855,0.010859684,0.00902655,0.03289676,0.012938055,4,0.8525,0.1857193223,0.58,0.98,0.925,4,0.86,0.111579568,0.745,0.985,0.855,4,2.0179595392,1.1127374027,0.940265625,3.3568122449,1.8873801434,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,0.18,2.16,3367.44,11.08,29.5,18747,8.125,,9.89,12.2,5.4918032787,176.2295082,21.601452615,6.5527419387,19.04,,,
Jefferson Patterson,JP-L,MD,Chesapeake,LOC,38.39,-76.5065,,,,,2013,,,,silverside,12,2.0911,1.2981177899,1.1374,6.0622,1.82305,12,0.5245,0.378798464,0.2781,1.6881,0.4541,12,66.833333333,12.066733635,52,100,65,12,49.793293794,28.146130586,18.85250833,97.793072597,38.620596698,12,50.41337881,28.283370396,18.85250833,98.88444425,38.943535229,12,47.5425,24.999469858,15.22,89.74,38.835,JP-L,2013,July,4,0.016949855,0.010859684,0.00902655,0.03289676,0.012938055,4,0.8525,0.1857193223,0.58,0.98,0.925,4,0.86,0.111579568,0.745,0.985,0.855,4,2.0179595392,1.1127374027,0.940265625,3.3568122449,1.8873801434,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,0.18,2.16,3367.44,11.08,29.5,18747,8.125,,9.89,12.2,5.4918032787,176.2295082,21.601452615,6.5527419387,19.04,,,
Jefferson Patterson,JP-L,MD,Chesapeake,LOC,38.39,-76.5065,,,,,2013,,,,striped killifish,16,3.4398125,4.3870758065,-0.2587,15.0701,1.10805,16,1.01090625,1.1888121548,0.113,4.0656,0.27505,16,56.9375,20.193955366,36,92,46.5,16,24.445568152,7.8262190306,11.807473268,43.694441737,23.783220464,16,24.990141696,7.8139170345,12.492197392,44.086997538,24.320942265,13,22.604615385,6.4294590433,10.83,32.27,21.91,JP-L,2013,July,4,0.016949855,0.010859684,0.00902655,0.03289676,0.012938055,4,0.8525,0.1857193223,0.58,0.98,0.925,4,0.86,0.111579568,0.745,0.985,0.855,4,2.0179595392,1.1127374027,0.940265625,3.3568122449,1.8873801434,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,0.18,2.16,3367.44,11.08,29.5,18747,8.125,,9.89,12.2,5.4918032787,176.2295082,21.601452615,6.5527419387,19.04,,,
Jefferson Patterson,JP-L,MD,Chesapeake,LOC,38.39,-76.5065,,,,,2013,,,,white perch,2,0.45925,0.1040154075,0.3857,0.5328,0.45925,2,0.0899,0.0156977705,0.0788,0.101,0.0899,2,123,11.313708499,115,131,123,2,103.61136717,21.838683291,88.169086125,119.05364822,103.61136717,2,103.78095463,22.078516169,88.169086125,119.39282313,103.78095463,0,,,,,,JP-L,2013,July,4,0.016949855,0.010859684,0.00902655,0.03289676,0.012938055,4,0.8525,0.1857193223,0.58,0.98,0.925,4,0.86,0.111579568,0.745,0.985,0.855,4,2.0179595392,1.1127374027,0.940265625,3.3568122449,1.8873801434,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,0.18,2.16,3367.44,11.08,29.5,18747,8.125,,9.89,12.2,5.4918032787,176.2295082,21.601452615,6.5527419387,19.04,,,
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,,,,,2012,,,,blue crab,1,20.3593,,20.3593,20.3593,20.3593,1,7.4192,,7.4192,7.4192,7.4192,1,58,,58,58,58,1,92.6,,92.6,92.6,92.6,1,106.9,,106.9,106.9,106.9,1,75.16,,75.16,75.16,75.16,LM,2012,July,4,0.8310303267,0.3222335334,0.3501537195,1.0154011656,0.9792832109,4,246.47295833,47.944360609,200.39883333,312.32766667,236.58266667,4,6.2489410337,0.9421165593,5.1896207585,7.0955923463,6.355275515,4,0.3617261334,0.1718933455,0.1121110157,0.5056281408,0.4145826886,0,,,,,,20,628.40624643,414.74972406,255.24714286,1965.5371429,497.36157143,20,8.4929282587,2.4940166077,4.8913043478,16.23246493,8.5060714286,0,,,,,,High,0.22,2.34,2900,2.5,26.98,4530,7.59,92.366666667,7.1,14,5.1408450704,657.3943662,15.79,,646.52,,,
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,,,,,2012,,,,croaker,2,7.9528,2.0421243841,6.5088,9.3968,7.9528,2,2.04975,0.7471997357,1.5214,2.5781,2.04975,2,96.5,14.849242405,86,107,96.5,2,32.4,2.404163056,30.7,34.1,32.4,2,37.55,3.8890872965,34.8,40.3,37.55,2,47.71,6.5053823869,43.11,52.31,47.71,LM,2012,July,4,0.8310303267,0.3222335334,0.3501537195,1.0154011656,0.9792832109,4,246.47295833,47.944360609,200.39883333,312.32766667,236.58266667,4,6.2489410337,0.9421165593,5.1896207585,7.0955923463,6.355275515,4,0.3617261334,0.1718933455,0.1121110157,0.5056281408,0.4145826886,0,,,,,,20,628.40624643,414.74972406,255.24714286,1965.5371429,497.36157143,20,8.4929282587,2.4940166077,4.8913043478,16.23246493,8.5060714286,0,,,,,,High,0.22,2.34,2900,2.5,26.98,4530,7.59,92.366666667,7.1,14,5.1408450704,657.3943662,15.79,,646.52,,,
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,,,,,2012,,,,grass shrimp,3,0.5655,0.213648473,0.4421,0.8122,0.4422,3,0.1237,0.0476969601,0.0937,0.1787,0.0987,3,39.666666667,4.6188021535,37,45,37,3,35.066666667,29.218886586,8.4,66.3,30.5,3,64.633333333,34.319430842,31,99.6,63.3,1,101.1,,101.1,101.1,101.1,LM,2012,July,4,0.8310303267,0.3222335334,0.3501537195,1.0154011656,0.9792832109,4,246.47295833,47.944360609,200.39883333,312.32766667,236.58266667,4,6.2489410337,0.9421165593,5.1896207585,7.0955923463,6.355275515,4,0.3617261334,0.1718933455,0.1121110157,0.5056281408,0.4145826886,0,,,,,,20,628.40624643,414.74972406,255.24714286,1965.5371429,497.36157143,20,8.4929282587,2.4940166077,4.8913043478,16.23246493,8.5060714286,0,,,,,,High,0.22,2.34,2900,2.5,26.98,4530,7.59,92.366666667,7.1,14,5.1408450704,657.3943662,15.79,,646.52,,,
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,,,,,2012,,,,mummichog,7,4.0836571429,0.8068572961,2.7943,4.9882,4.2601,7,0.944,0.2205706538,0.6111,1.2295,0.9706,7,66.857142857,5.0803074523,59,71,69,7,122.84285714,56.801785686,83,245.4,99.4,7,129.4,57.560403056,88.2,253.7,109.3,7,130.63571429,46.652669397,84.98,194.21,107.05,LM,2012,July,4,0.8310303267,0.3222335334,0.3501537195,1.0154011656,0.9792832109,4,246.47295833,47.944360609,200.39883333,312.32766667,236.58266667,4,6.2489410337,0.9421165593,5.1896207585,7.0955923463,6.355275515,4,0.3617261334,0.1718933455,0.1121110157,0.5056281408,0.4145826886,0,,,,,,20,628.40624643,414.74972406,255.24714286,1965.5371429,497.36157143,20,8.4929282587,2.4940166077,4.8913043478,16.23246493,8.5060714286,0,,,,,,High,0.22,2.34,2900,2.5,26.98,4530,7.59,92.366666667,7.1,14,5.1408450704,657.3943662,15.79,,646.52,,,
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,,,,,2012,,,,striped bass,4,0.30835,0.1132192122,0.1796,0.452,0.3009,4,0.0471,0.0165571737,0.0225,0.0576,0.05415,4,156,34.6121366,130,207,143.5,4,461.075,55.142625678,398.9,532.9,456.25,4,467.075,55.933613925,404.3,540.2,461.9,2,504.86,15.273506474,494.06,515.66,504.86,LM,2012,July,4,0.8310303267,0.3222335334,0.3501537195,1.0154011656,0.9792832109,4,246.47295833,47.944360609,200.39883333,312.32766667,236.58266667,4,6.2489410337,0.9421165593,5.1896207585,7.0955923463,6.355275515,4,0.3617261334,0.1718933455,0.1121110157,0.5056281408,0.4145826886,0,,,,,,20,628.40624643,414.74972406,255.24714286,1965.5371429,497.36157143,20,8.4929282587,2.4940166077,4.8913043478,16.23246493,8.5060714286,0,,,,,,High,0.22,2.34,2900,2.5,26.98,4530,7.59,92.366666667,7.1,14,5.1408450704,657.3943662,15.79,,646.52,,,
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,,,,,2012,,,,white perch,6,5.3492,4.3398925586,1.3116,10.012,4.99695,6,1.4536666667,1.3007296194,0.2535,2.977,1.31945,6,143.33333333,60.510054261,86,227,137.5,6,547.33333333,566.34193794,104.3,1543,355.9,6,556.46666667,567.93524161,118.5,1557.8,363.25,6,524.82666667,529.24510525,119.08,1473.06,340.45,LM,2012,July,4,0.8310303267,0.3222335334,0.3501537195,1.0154011656,0.9792832109,4,246.47295833,47.944360609,200.39883333,312.32766667,236.58266667,4,6.2489410337,0.9421165593,5.1896207585,7.0955923463,6.355275515,4,0.3617261334,0.1718933455,0.1121110157,0.5056281408,0.4145826886,0,,,,,,20,628.40624643,414.74972406,255.24714286,1965.5371429,497.36157143,20,8.4929282587,2.4940166077,4.8913043478,16.23246493,8.5060714286,0,,,,,,High,0.22,2.34,2900,2.5,26.98,4530,7.59,92.366666667,7.1,14,5.1408450704,657.3943662,15.79,,646.52,,,
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,,,,,2012,,,,blue crab,3,13.693566667,7.4493692447,6.6333,21.479,12.9684,3,4.5121,3.175154012,1.1861,7.5111,4.8391,3,51,5.5677643628,45,56,52,3,43.3,14.438836518,32.5,59.7,37.7,3,53.466666667,11.217991502,41.3,63.4,55.7,3,48.296666667,12.175969503,36.43,60.76,47.7,NB,2012,July,4,0.0827574026,0.1004301776,0.0141988278,0.2303738986,0.043228442,3,25.586666667,0.8198983677,24.67,26.25,25.84,4,14.872693616,3.0601127203,10.838896124,17.503868064,15.574005139,3,0.3617205609,0.4958875203,0.0549490239,0.9338220454,0.0963906134,0,,,,,,19,52.9855,70.473749189,10.682,321.203,29.8035,19,8.7162020195,5.2901668809,0.6996501749,20.73,9.3827160494,0,,,,,,High,0.065,4.6,6080,20.8,26.823333333,33216,7.7833333333,109.8,7.89,105.5,9.4123222749,473.36492891,74.4,,1112.72,,,
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,,,,,2012,,,,croaker,3,11.086233333,5.1093904728,5.4652,15.4488,12.3447,3,2.3702333333,0.9937355047,1.2253,3.0087,2.8767,3,100,14.798648587,83,110,107,3,46.433333333,15.710612125,30.4,61.8,47.1,3,49.8,16.444756003,34.1,66.9,48.4,3,50.01,13.427363851,38.37,64.7,46.96,NB,2012,July,4,0.0827574026,0.1004301776,0.0141988278,0.2303738986,0.043228442,3,25.586666667,0.8198983677,24.67,26.25,25.84,4,14.872693616,3.0601127203,10.838896124,17.503868064,15.574005139,3,0.3617205609,0.4958875203,0.0549490239,0.9338220454,0.0963906134,0,,,,,,19,52.9855,70.473749189,10.682,321.203,29.8035,19,8.7162020195,5.2901668809,0.6996501749,20.73,9.3827160494,0,,,,,,High,0.065,4.6,6080,20.8,26.823333333,33216,7.7833333333,109.8,7.89,105.5,9.4123222749,473.36492891,74.4,,1112.72,,,
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,,,,,2012,,,,fiddler crab,3,0.8172,0.1321851353,0.6653,0.9061,0.8802,3,0.2300333333,0.0806580643,0.1369,0.2772,0.276,3,12.333333333,1.1547005384,11,13,13,3,21.033333333,15.450026969,8,38.1,17,3,38.933333333,24.377106747,16.7,65,35.1,3,63.083333333,37.583221434,32.31,104.97,51.97,NB,2012,July,4,0.0827574026,0.1004301776,0.0141988278,0.2303738986,0.043228442,3,25.586666667,0.8198983677,24.67,26.25,25.84,4,14.872693616,3.0601127203,10.838896124,17.503868064,15.574005139,3,0.3617205609,0.4958875203,0.0549490239,0.9338220454,0.0963906134,0,,,,,,19,52.9855,70.473749189,10.682,321.203,29.8035,19,8.7162020195,5.2901668809,0.6996501749,20.73,9.3827160494,0,,,,,,High,0.065,4.6,6080,20.8,26.823333333,33216,7.7833333333,109.8,7.89,105.5,9.4123222749,473.36492891,74.4,,1112.72,,,
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,,,,,2012,,,,grass shrimp,3,0.2833666667,0.0235100688,0.2677,0.3104,0.272,3,0.0784666667,0.0083428612,0.0736,0.0881,0.0737,3,35,1.7320508076,33,36,36,3,62.9,17.87204521,42.8,77,68.9,3,74.8,16.669433104,56.1,88.1,80.2,3,67.933333333,10.688846212,59.84,80.05,63.91,NB,2012,July,4,0.0827574026,0.1004301776,0.0141988278,0.2303738986,0.043228442,3,25.586666667,0.8198983677,24.67,26.25,25.84,4,14.872693616,3.0601127203,10.838896124,17.503868064,15.574005139,3,0.3617205609,0.4958875203,0.0549490239,0.9338220454,0.0963906134,0,,,,,,19,52.9855,70.473749189,10.682,321.203,29.8035,19,8.7162020195,5.2901668809,0.6996501749,20.73,9.3827160494,0,,,,,,High,0.065,4.6,6080,20.8,26.823333333,33216,7.7833333333,109.8,7.89,105.5,9.4123222749,473.36492891,74.4,,1112.72,,,
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,,,,,2012,,,,killifish,5,3.3757,2.6813948301,1.1075,7.7078,3.165,5,0.9537,0.7294738069,0.3385,2.1534,0.8826,5,60.4,10.644247273,49,72,58,4,163.725,216.76364048,44.2,488.6,61.05,4,169.775,216.64409177,51.7,494.5,66.45,4,176.855,211.85096876,59.93,494.34,76.575,NB,2012,July,4,0.0827574026,0.1004301776,0.0141988278,0.2303738986,0.043228442,3,25.586666667,0.8198983677,24.67,26.25,25.84,4,14.872693616,3.0601127203,10.838896124,17.503868064,15.574005139,3,0.3617205609,0.4958875203,0.0549490239,0.9338220454,0.0963906134,0,,,,,,19,52.9855,70.473749189,10.682,321.203,29.8035,19,8.7162020195,5.2901668809,0.6996501749,20.73,9.3827160494,0,,,,,,High,0.065,4.6,6080,20.8,26.823333333,33216,7.7833333333,109.8,7.89,105.5,9.4123222749,473.36492891,74.4,,1112.72,,,
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,,,,,2012,,,,mummichog,6,3.0635833333,0.7105211479,1.9401,3.7504,3.37935,6,0.9081,0.2336221993,0.6051,1.2362,0.946,6,61,3.6331804249,55,65,61.5,6,39.283333333,18.553642949,19.4,66.9,36.1,6,46.65,17.175069141,25.4,72.3,45.2,6,57.21,23.214429995,30.88,87.28,60.43,NB,2012,July,4,0.0827574026,0.1004301776,0.0141988278,0.2303738986,0.043228442,3,25.586666667,0.8198983677,24.67,26.25,25.84,4,14.872693616,3.0601127203,10.838896124,17.503868064,15.574005139,3,0.3617205609,0.4958875203,0.0549490239,0.9338220454,0.0963906134,0,,,,,,19,52.9855,70.473749189,10.682,321.203,29.8035,19,8.7162020195,5.2901668809,0.6996501749,20.73,9.3827160494,0,,,,,,High,0.065,4.6,6080,20.8,26.823333333,33216,7.7833333333,109.8,7.89,105.5,9.4123222749,473.36492891,74.4,,1112.72,,,
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,,,,,2012,,,,ribbed mussel,3,15.2412,2.37551944,12.9867,17.7216,15.0153,0,,,,,,3,31.666666667,1.5275252317,30,33,32,3,32.833333333,6.5500636129,26.8,39.8,31.9,3,80.133333333,1.0016652801,79.1,81.1,80.2,3,87.683333333,0.7076957915,87.25,88.5,87.3,NB,2012,July,4,0.0827574026,0.1004301776,0.0141988278,0.2303738986,0.043228442,3,25.586666667,0.8198983677,24.67,26.25,25.84,4,14.872693616,3.0601127203,10.838896124,17.503868064,15.574005139,3,0.3617205609,0.4958875203,0.0549490239,0.9338220454,0.0963906134,0,,,,,,19,52.9855,70.473749189,10.682,321.203,29.8035,19,8.7162020195,5.2901668809,0.6996501749,20.73,9.3827160494,0,,,,,,High,0.065,4.6,6080,20.8,26.823333333,33216,7.7833333333,109.8,7.89,105.5,9.4123222749,473.36492891,74.4,,1112.72,,,
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,,,,,2012,,,,silverside,3,1.0931,0.0446803089,1.0494,1.1387,1.0912,3,0.3230666667,0.0089812768,0.3151,0.3328,0.3213,3,59.666666667,0.5773502692,59,60,60,3,61.3,10.47616342,49.8,70.3,63.8,3,65.533333333,12.341933938,51.5,74.7,70.4,3,59.163333333,1.9163593957,57.73,61.34,58.42,NB,2012,July,4,0.0827574026,0.1004301776,0.0141988278,0.2303738986,0.043228442,3,25.586666667,0.8198983677,24.67,26.25,25.84,4,14.872693616,3.0601127203,10.838896124,17.503868064,15.574005139,3,0.3617205609,0.4958875203,0.0549490239,0.9338220454,0.0963906134,0,,,,,,19,52.9855,70.473749189,10.682,321.203,29.8035,19,8.7162020195,5.2901668809,0.6996501749,20.73,9.3827160494,0,,,,,,High,0.065,4.6,6080,20.8,26.823333333,33216,7.7833333333,109.8,7.89,105.5,9.4123222749,473.36492891,74.4,,1112.72,,,
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,,,,,2012,,,,snail,3,1.6348,0.0462734265,1.5906,1.6829,1.6309,3,0.2407666667,0.0204685938,0.2238,0.2635,0.235,3,16.266666667,1.9218047074,14.2,18,16.6,3,21.4,8.6185845706,11.6,27.8,24.8,3,499,171.85682995,343.3,683.4,470.3,3,715.01,86.153395174,622.36,792.71,729.96,NB,2012,July,4,0.0827574026,0.1004301776,0.0141988278,0.2303738986,0.043228442,3,25.586666667,0.8198983677,24.67,26.25,25.84,4,14.872693616,3.0601127203,10.838896124,17.503868064,15.574005139,3,0.3617205609,0.4958875203,0.0549490239,0.9338220454,0.0963906134,0,,,,,,19,52.9855,70.473749189,10.682,321.203,29.8035,19,8.7162020195,5.2901668809,0.6996501749,20.73,9.3827160494,0,,,,,,High,0.065,4.6,6080,20.8,26.823333333,33216,7.7833333333,109.8,7.89,105.5,9.4123222749,473.36492891,74.4,,1112.72,,,
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,,,,,2012,,,,white perch,3,5.9901,1.637560637,4.4429,7.7051,5.8223,3,1.5083666667,0.2887293254,1.246,1.8177,1.4614,3,89,10.583005244,77,97,93,3,77.766666667,7.0543131015,72.2,85.7,75.4,3,78.733333333,7.6002192951,72.8,87.3,76.1,3,73.593333333,5.154865016,69.35,79.33,72.1,NB,2012,July,4,0.0827574026,0.1004301776,0.0141988278,0.2303738986,0.043228442,3,25.586666667,0.8198983677,24.67,26.25,25.84,4,14.872693616,3.0601127203,10.838896124,17.503868064,15.574005139,3,0.3617205609,0.4958875203,0.0549490239,0.9338220454,0.0963906134,0,,,,,,19,52.9855,70.473749189,10.682,321.203,29.8035,19,8.7162020195,5.2901668809,0.6996501749,20.73,9.3827160494,0,,,,,,High,0.065,4.6,6080,20.8,26.823333333,33216,7.7833333333,109.8,7.89,105.5,9.4123222749,473.36492891,74.4,,1112.72,,,
Northeast Creek,NEC-H,ME,Mt. Desert Island,HOC,44.4238,-68.32529,,,,,2013,,,,mummichog,5,2.42684,1.5031301517,0.7433,4.5063,1.991,5,0.55208,0.3656529735,0.1444,1.0572,0.4408,5,54.2,11.256109452,38,66,55,5,111.07995765,27.672555575,80.073923623,136.80230689,127.19953858,5,114.03641815,27.453536342,84.212457365,140.36780428,128.43473228,5,115.154,21.594408536,92.2,139,117.14,NEC-H,2013,September,4,1.5861805903,0.9641026207,0.285981051,2.6013105894,1.7287153604,4,60.095,40.774146834,1.01,89.95,74.71,4,18.26625,4.0509965338,13.265,21.9,18.95,4,41.317518087,78.92242981,0.4381172746,159.68983912,2.5710579748,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,2.369,9.41,8928,12,20.61,0,7.1666666667,,8.1033333333,19.95,16.892230576,107.26817043,2.3967765959,2.8103799178,7.84,,,
Northeast Creek,NEC-H,ME,Mt. Desert Island,HOC,44.4238,-68.32529,,,,,2013,,,,stickleback,5,0.35246,0.2041536382,0.1922,0.6857,0.2924,5,0.08186,0.0479802876,0.0416,0.1576,0.0696,5,36.2,5.3103672189,30,44,36,5,504.86000851,109.79732395,432.06171122,696.01917177,475.00237684,5,536.87606605,118.0877807,458.02459237,744.02428047,496.02909882,1,407.7,,407.7,407.7,407.7,NEC-H,2013,September,4,1.5861805903,0.9641026207,0.285981051,2.6013105894,1.7287153604,4,60.095,40.774146834,1.01,89.95,74.71,4,18.26625,4.0509965338,13.265,21.9,18.95,4,41.317518087,78.92242981,0.4381172746,159.68983912,2.5710579748,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,2.369,9.41,8928,12,20.61,0,7.1666666667,,8.1033333333,19.95,16.892230576,107.26817043,2.3967765959,2.8103799178,7.84,,,
Northeast Creek,NEC-L,ME,Mt. Desert Island,LOC,44.4258,-68.33067,,,,,2013,,,,green crab,9,23.634588889,12.319375475,9.9438,43.5711,17.1516,9,8.2612444444,3.8395565259,2.9401,13.8221,6.302,9,46.888888889,7.6720995243,35,57,45,9,54.753365957,55.069649223,15.134555725,179.42277138,27.913285182,9,60.571339975,57.280500027,17.864356531,190.73161687,32.491567416,9,44.524444444,54.20029246,2.9,180.96,25.93,NEC-L,2013,September,4,0.5186834456,0.255067204,0.2060774633,0.8289021693,0.519877075,4,30.095,18.449669374,2.45,40.51,38.71,4,9.11875,0.4740319082,8.49,9.63,9.1775,4,9.2480619154,16.394070142,0.5336029604,33.832741603,1.312951549,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,2.498,9.03,8878.8,15,19.845,0,7.405,,8.46,19,16.052631579,104.21052632,2.4479063065,2.6690887064,2.94,,,
Northeast Creek,NEC-L,ME,Mt. Desert Island,LOC,44.4258,-68.33067,,,,,2013,,,,mummichog,5,2.87912,2.7741629723,0.0996,7.0847,1.6693,4,0.5513,0.3058290699,0.3352,0.9943,0.43785,5,58,12.041594579,45,75,55,5,80.54041877,62.360955335,20.692138102,167.0875025,46.670893178,5,82.129996163,62.573539726,22.480511454,168.93069484,47.568759627,5,88.732,67.849943405,22.03,165.87,49.59,NEC-L,2013,September,4,0.5186834456,0.255067204,0.2060774633,0.8289021693,0.519877075,4,30.095,18.449669374,2.45,40.51,38.71,4,9.11875,0.4740319082,8.49,9.63,9.1775,4,9.2480619154,16.394070142,0.5336029604,33.832741603,1.312951549,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,2.498,9.03,8878.8,15,19.845,0,7.405,,8.46,19,16.052631579,104.21052632,2.4479063065,2.6690887064,2.94,,,
Northeast Creek,NEC-L,ME,Mt. Desert Island,LOC,44.4258,-68.33067,,,,,2013,,,,mussel,10,3.91282,1.9840888851,0.8275,6.4881,4.15245,10,0.31034,0.1262378989,0.082,0.4278,0.3806,10,41.9,17.903755038,0,57,48.5,10,135.51231351,31.671175499,78.09259494,178.29437801,129.83208241,10,170.31547618,32.49036073,107.02798385,222.90167971,167.81126669,8,182.5875,29.063318929,148.81,229.94,168.795,NEC-L,2013,September,4,0.5186834456,0.255067204,0.2060774633,0.8289021693,0.519877075,4,30.095,18.449669374,2.45,40.51,38.71,4,9.11875,0.4740319082,8.49,9.63,9.1775,4,9.2480619154,16.394070142,0.5336029604,33.832741603,1.312951549,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,2.498,9.03,8878.8,15,19.845,0,7.405,,8.46,19,16.052631579,104.21052632,2.4479063065,2.6690887064,2.94,,,
Northeast Creek,NEC-L,ME,Mt. Desert Island,LOC,44.4258,-68.33067,,,,,2013,,,,periwinkle,10,0.37129,0.0696689705,0.2826,0.47,0.3762,10,0.08673,0.0100129971,0.0738,0.103,0.0831,10,14.8,1.5491933385,13,17,15,10,63.156462181,21.931260174,25.742789487,113.67081138,61.665916449,10,154.37062336,49.228083039,81.477471914,222.28928928,152.63093174,0,,,,,,NEC-L,2013,September,4,0.5186834456,0.255067204,0.2060774633,0.8289021693,0.519877075,4,30.095,18.449669374,2.45,40.51,38.71,4,9.11875,0.4740319082,8.49,9.63,9.1775,4,9.2480619154,16.394070142,0.5336029604,33.832741603,1.312951549,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,2.498,9.03,8878.8,15,19.845,0,7.405,,8.46,19,16.052631579,104.21052632,2.4479063065,2.6690887064,2.94,,,
Northeast Creek,NEC-L,ME,Mt. Desert Island,LOC,44.4258,-68.33067,,,,,2013,,,,sand shrimp,10,0.34794,0.1503156545,0.1447,0.5439,0.4039,9,0.0652222222,0.028349417,0.0269,0.1039,0.0609,10,33.8,6.7790527034,25,42,36,10,43.468290894,19.822038709,16.284109908,84.548446168,46.010682524,10,52.316395797,21.876223177,19.715212117,93.607181714,54.55646803,0,,,,,,NEC-L,2013,September,4,0.5186834456,0.255067204,0.2060774633,0.8289021693,0.519877075,4,30.095,18.449669374,2.45,40.51,38.71,4,9.11875,0.4740319082,8.49,9.63,9.1775,4,9.2480619154,16.394070142,0.5336029604,33.832741603,1.312951549,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,2.498,9.03,8878.8,15,19.845,0,7.405,,8.46,19,16.052631579,104.21052632,2.4479063065,2.6690887064,2.94,,,
Northeast Creek,NEC-L,ME,Mt. Desert Island,LOC,44.4258,-68.33067,,,,,2013,,,,silverside,5,1.07514,0.5024993065,0.6257,1.7509,0.8564,5,0.22278,0.1026510448,0.1204,0.3666,0.2143,5,57.4,9.9398189118,45,70,60,5,106.60266722,23.873552579,90.249010874,147.18684876,94.383503517,5,108.57910657,23.749580422,90.838893316,148.86538269,98.372212686,4,92.2425,11.660458467,77.5,105.96,92.755,NEC-L,2013,September,4,0.5186834456,0.255067204,0.2060774633,0.8289021693,0.519877075,4,30.095,18.449669374,2.45,40.51,38.71,4,9.11875,0.4740319082,8.49,9.63,9.1775,4,9.2480619154,16.394070142,0.5336029604,33.832741603,1.312951549,0,,,,,,0,,,,,,0,,,,,,0,,,,,,High,2.498,9.03,8878.8,15,19.845,0,7.405,,8.46,19,16.052631579,104.21052632,2.4479063065,2.6690887064,2.94,,,
