site name,site code,state,system,subsite,latitude,longitude,individual ID,sample_date,sample date,sample month,sample year,sample type,sample depth (cm),sediment MeHg (ng/g DW),mehg_units,sediment THg (ng/g DW),total_hg_units,%LOI,%MeHg,,,,notes,notes 2,notes 3,,,,,file name for data pull
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,1-6-8,07/01/2012,,July,2012,core,6-8,5.20204751460695,(ng/g DW),306.2,(ng/g DW),21.08,2,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,1-8-10,07/01/2012,,July,2012,core,8-10,1.23845060725623,(ng/g DW),277.88,(ng/g DW),22.79,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,BW 2-0-2,07/01/2012,,July,2012,core,0-2,1.0549218447097,(ng/g DW),18.63,(ng/g DW),7.42,6,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,2-2-4,07/01/2012,,July,2012,core,2-4,0.306957071617159,(ng/g DW),18.63,(ng/g DW),2.09,2,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,2-4-6,07/01/2012,,July,2012,core,4-6,0.054364605615988,(ng/g DW),10.68,(ng/g DW),0.76,1,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,2-6-8,07/01/2012,,July,2012,core,6-8,0.125522069939525,(ng/g DW),18.27,(ng/g DW),1.14,1,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,2-8-10,07/01/2012,,July,2012,core,8-10,0.073888856568067,(ng/g DW),13.07,(ng/g DW),0.92,1,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,SB 1-0-2,07/01/2012,,July,2012,core,0-2,5.16230635832332,(ng/g DW),92.65,(ng/g DW),10.05,6,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,1-2-4,07/01/2012,,July,2012,core,2-4,3.58559158673055,(ng/g DW),77.8,(ng/g DW),7.8,5,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,1-4-6,07/01/2012,,July,2012,core,4-6,2.93822359821299,(ng/g DW),76.77,(ng/g DW),6.93,4,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,1-6-8,07/01/2012,,July,2012,core,6-8,1.19743590359033,(ng/g DW),75,(ng/g DW),6.69,2,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,1-8-10,07/01/2012,,July,2012,core,8-10,0.933937478183087,(ng/g DW),81.93,(ng/g DW),7.37,1,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,SB 2-0-2,07/01/2012,,July,2012,core,0-2,1.72414061733683,(ng/g DW),37.56,(ng/g DW),6.14,5,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,2-2-4,07/01/2012,,July,2012,core,2-4,0.752610701734979,(ng/g DW),37.73,(ng/g DW),2.86,2,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,2-4-6,07/01/2012,,July,2012,core,4-6,0.293999477683646,(ng/g DW),14.16,(ng/g DW),1.21,2,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,2-6-8,07/01/2012,,July,2012,core,6-8,0.013798793871638,(ng/g DW),3.53,(ng/g DW),0.34,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,2-8-10,07/01/2012,,July,2012,core,8-10,0.044481871962205,(ng/g DW),5.92,(ng/g DW),0.43,1,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,FS 1-0-2,07/01/2012,,July,2012,core,0-2,0.525336318645697,(ng/g DW),18.73,(ng/g DW),4.24,3,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,1-2-4,07/01/2012,,July,2012,core,2-4,0.199775158280794,(ng/g DW),12.54,(ng/g DW),9.59,2,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,1-4-6,07/01/2012,,July,2012,core,4-6,0.070378428922861,(ng/g DW),16.27,(ng/g DW),15.06,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,1-6-8,07/01/2012,,July,2012,core,6-8,0.027503478697494,(ng/g DW),23.24,(ng/g DW),21.2,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,1-8-10,07/01/2012,,July,2012,core,8-10,0.03353708718572,(ng/g DW),27.61,(ng/g DW),18.12,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,FS 2-0-2,07/01/2012,,July,2012,core,0-2,0.057755128850746,(ng/g DW),27.52,(ng/g DW),13.5,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,2-2-4,07/01/2012,,July,2012,core,2-4,0.123705784163903,(ng/g DW),20.92,(ng/g DW),12.91,1,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,2-4-6,07/01/2012,,July,2012,core,4-6,0.01376456259728,(ng/g DW),28.09,(ng/g DW),16.43,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,2-6-8,07/01/2012,,July,2012,core,6-8,0.015055266558353,(ng/g DW),37.61,(ng/g DW),16.01,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,2-8-10,07/01/2012,,July,2012,core,8-10,0.009099649045317,(ng/g DW),25.19,(ng/g DW),17.72,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,NB 1-0-2,07/01/2012,,July,2012,core,0-2,0.230373898607598,(ng/g DW),24.67,(ng/g DW),10.84,1,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,1-2-4,07/01/2012,,July,2012,core,2-4,0.025302536008152,(ng/g DW),26.25,(ng/g DW),17.5,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,1-4-6,07/01/2012,,July,2012,core,4-6,0.003026401624695,(ng/g DW),21.68,(ng/g DW),18.08,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,1-6-8,07/01/2012,,July,2012,core,6-8,0.006309923040986,(ng/g DW),21.46,(ng/g DW),18.85,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,1-8-10,07/01/2012,,July,2012,core,8-10,0.009121806998437,(ng/g DW),22.71,(ng/g DW),21.1,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,NB 2-0-2,07/01/2012,,July,2012,core,0-2,0.06115434800002,(ng/g DW),,(ng/g DW),14.17,,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,2-2-4,07/01/2012,,July,2012,core,2-4,0.014198827777995,(ng/g DW),25.84,(ng/g DW),16.97,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,2-4-6,07/01/2012,,July,2012,core,4-6,0.008995160011072,(ng/g DW),23.02,(ng/g DW),18.21,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,2-6-8,07/01/2012,,July,2012,core,6-8,0.004570390837125,(ng/g DW),23.09,(ng/g DW),19.02,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,2-8-10,07/01/2012,,July,2012,core,8-10,0.007359298689569,(ng/g DW),28.59,(ng/g DW),21.99,0,,,,,,,,,,,DERiver2012_SummTab-7Feb2014
Penn Treaty,PT,DE,Delaware River,,39.96545,-75.12945,,07/01/2012,,July,2012,grab,,,(ng/g DW),309.4,(ng/g DW),12.05,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Penn Treaty,PT,DE,Delaware River,,39.96545,-75.12945,,07/01/2012,,July,2012,grab,,,(ng/g DW),239.1,(ng/g DW),9.81,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Penn Treaty,PT,DE,Delaware River,,39.96545,-75.12945,,07/01/2012,,July,2012,grab,,,(ng/g DW),215.7,(ng/g DW),9.78,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Penn Treaty,PT,DE,Delaware River,,39.96545,-75.12945,,07/01/2012,,July,2012,grab,,,(ng/g DW),256.9,(ng/g DW),11.26,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Penn Treaty,PT,DE,Delaware River,,39.96545,-75.12945,,07/01/2012,,July,2012,grab,,,(ng/g DW),201.3,(ng/g DW),7.93,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Penn Treaty,PT,DE,Delaware River,,39.96545,-75.12945,,07/01/2012,,July,2012,grab,,,(ng/g DW),347.7,(ng/g DW),9.74,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Penn Treaty,PT,DE,Delaware River,,39.96545,-75.12945,,07/01/2012,,July,2012,grab,,,(ng/g DW),449.6,(ng/g DW),9.9,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Penn Treaty,PT,DE,Delaware River,,39.96545,-75.12945,,07/01/2012,,July,2012,grab,,,(ng/g DW),247.4,(ng/g DW),8.72,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Penn Treaty,PT,DE,Delaware River,,39.96545,-75.12945,,07/01/2012,,July,2012,grab,,,(ng/g DW),259.3,(ng/g DW),10.2,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Penn Treaty,PT,DE,Delaware River,,39.96545,-75.12945,,07/01/2012,,July,2012,grab,,,(ng/g DW),195.3,(ng/g DW),6.81,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Penn Treaty,PT,DE,Delaware River,,39.96545,-75.12945,,07/01/2012,,July,2012,grab,,,(ng/g DW),270.3,(ng/g DW),9.63,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Penn Treaty,PT,DE,Delaware River,,39.96545,-75.12945,,07/01/2012,,July,2012,grab,,,(ng/g DW),269.1,(ng/g DW),10.1,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Penn Treaty,PT,DE,Delaware River,,39.96545,-75.12945,,07/01/2012,,July,2012,grab,,,(ng/g DW),244.5,(ng/g DW),9.28,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Penn Treaty,PT,DE,Delaware River,,39.96545,-75.12945,,07/01/2012,,July,2012,grab,,,(ng/g DW),307.6,(ng/g DW),9.27,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Penn Treaty,PT,DE,Delaware River,,39.96545,-75.12945,,07/01/2012,,July,2012,grab,,,(ng/g DW),242.9,(ng/g DW),8.72,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Penn Treaty,PT,DE,Delaware River,,39.96545,-75.12945,,07/01/2012,,July,2012,grab,,,(ng/g DW),335.4,(ng/g DW),11.37,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Penn Treaty,PT,DE,Delaware River,,39.96545,-75.12945,,07/01/2012,,July,2012,grab,,,(ng/g DW),319.7,(ng/g DW),9.99,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Penn Treaty,PT,DE,Delaware River,,39.96545,-75.12945,,07/01/2012,,July,2012,grab,,,(ng/g DW),372,(ng/g DW),8.7,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Timber Blvd,TB,DE,Delaware River,,39.88037,-75.12694,,07/01/2012,,July,2012,grab,,,(ng/g DW),72.635,(ng/g DW),1.64,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Timber Blvd,TB,DE,Delaware River,,39.88037,-75.12694,,07/01/2012,,July,2012,grab,,,(ng/g DW),182.881,(ng/g DW),7.15,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Timber Blvd,TB,DE,Delaware River,,39.88037,-75.12694,,07/01/2012,,July,2012,grab,,,(ng/g DW),59.98,(ng/g DW),1.85,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Timber Blvd,TB,DE,Delaware River,,39.88037,-75.12694,,07/01/2012,,July,2012,grab,,,(ng/g DW),24.171,(ng/g DW),0.95,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Timber Blvd,TB,DE,Delaware River,,39.88037,-75.12694,,07/01/2012,,July,2012,grab,,,(ng/g DW),17.376,(ng/g DW),0.67,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Timber Blvd,TB,DE,Delaware River,,39.88037,-75.12694,,07/01/2012,,July,2012,grab,,,(ng/g DW),46.558,(ng/g DW),1.39,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Timber Blvd,TB,DE,Delaware River,,39.88037,-75.12694,,07/01/2012,,July,2012,grab,,,(ng/g DW),46.783,(ng/g DW),1.42,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Timber Blvd,TB,DE,Delaware River,,39.88037,-75.12694,,07/01/2012,,July,2012,grab,,,(ng/g DW),133.882,(ng/g DW),3.62,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Timber Blvd,TB,DE,Delaware River,,39.88037,-75.12694,,07/01/2012,,July,2012,grab,,,(ng/g DW),156.7865,(ng/g DW),4.14,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Timber Blvd,TB,DE,Delaware River,,39.88037,-75.12694,,07/01/2012,,July,2012,grab,,,(ng/g DW),82.935,(ng/g DW),1.53,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Timber Blvd,TB,DE,Delaware River,,39.88037,-75.12694,,07/01/2012,,July,2012,grab,,,(ng/g DW),24.201,(ng/g DW),1.32,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Timber Blvd,TB,DE,Delaware River,,39.88037,-75.12694,,07/01/2012,,July,2012,grab,,,(ng/g DW),66.014,(ng/g DW),2.16,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Timber Blvd,TB,DE,Delaware River,,39.88037,-75.12694,,07/01/2012,,July,2012,grab,,,(ng/g DW),31.507,(ng/g DW),1.35,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Timber Blvd,TB,DE,Delaware River,,39.88037,-75.12694,,07/01/2012,,July,2012,grab,,,(ng/g DW),45.447,(ng/g DW),1.67,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Timber Blvd,TB,DE,Delaware River,,39.88037,-75.12694,,07/01/2012,,July,2012,grab,,,(ng/g DW),147.012,(ng/g DW),13.45,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Timber Blvd,TB,DE,Delaware River,,39.88037,-75.12694,,07/01/2012,,July,2012,grab,,,(ng/g DW),58.408,(ng/g DW),1.4,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Timber Blvd,TB,DE,Delaware River,,39.88037,-75.12694,,07/01/2012,,July,2012,grab,,,(ng/g DW),169.703,(ng/g DW),2.66,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Timber Blvd,TB,DE,Delaware River,,39.88037,-75.12694,,07/01/2012,,July,2012,grab,,,(ng/g DW),43.341,(ng/g DW),1.36,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Timber Blvd,TB,DE,Delaware River,,39.88037,-75.12694,,07/01/2012,,July,2012,grab,,,(ng/g DW),43.059,(ng/g DW),0.51,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Timber Blvd,TB,DE,Delaware River,,39.88037,-75.12694,,07/01/2012,,July,2012,grab,,,(ng/g DW),65.167,(ng/g DW),2.53,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,,07/01/2012,,July,2012,grab,,,(ng/g DW),258.26,(ng/g DW),8.56,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,,07/01/2012,,July,2012,grab,,,(ng/g DW),329.235,(ng/g DW),9.18,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,,07/01/2012,,July,2012,grab,,,(ng/g DW),310.357,(ng/g DW),9.29,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,,07/01/2012,,July,2012,grab,,,(ng/g DW),338.125,(ng/g DW),9.64,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,,07/01/2012,,July,2012,grab,,,(ng/g DW),226.1385,(ng/g DW),7.06,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,,07/01/2012,,July,2012,grab,,,(ng/g DW),267.253,(ng/g DW),9.49,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,,07/01/2012,,July,2012,grab,,,(ng/g DW),329.444,(ng/g DW),9.7,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,,07/01/2012,,July,2012,grab,,,(ng/g DW),236.6405,(ng/g DW),7.11,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,,07/01/2012,,July,2012,grab,,,(ng/g DW),276.754,(ng/g DW),8.08,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,,07/01/2012,,July,2012,grab,,,(ng/g DW),268.441,(ng/g DW),8.09,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,,07/01/2012,,July,2012,grab,,,(ng/g DW),281.313,(ng/g DW),9.02,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,,07/01/2012,,July,2012,grab,,,(ng/g DW),323.818,(ng/g DW),11.74,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,,07/01/2012,,July,2012,grab,,,(ng/g DW),153.456,(ng/g DW),8.4,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,,07/01/2012,,July,2012,grab,,,(ng/g DW),319.235,(ng/g DW),10.8,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,,07/01/2012,,July,2012,grab,,,(ng/g DW),66.653,(ng/g DW),6.55,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,,07/01/2012,,July,2012,grab,,,(ng/g DW),278.776,(ng/g DW),8.43,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,,07/01/2012,,July,2012,grab,,,(ng/g DW),260.353,(ng/g DW),9.38,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,,07/01/2012,,July,2012,grab,,,(ng/g DW),287.5355,(ng/g DW),9.18,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,,07/01/2012,,July,2012,grab,,,(ng/g DW),117.918,(ng/g DW),5.56,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,,07/01/2012,,July,2012,grab,,,(ng/g DW),257.902,(ng/g DW),8.27,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
S. of Lukens,SL,DE,Delaware River,,39.67383,-75.5479,,07/01/2012,,July,2012,grab,,,(ng/g DW),661.122857142857,(ng/g DW),4.95,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
S. of Lukens,SL,DE,Delaware River,,39.67383,-75.5479,,07/01/2012,,July,2012,grab,,,(ng/g DW),578.042857142857,(ng/g DW),7.23,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
S. of Lukens,SL,DE,Delaware River,,39.67383,-75.5479,,07/01/2012,,July,2012,grab,,,(ng/g DW),339.012857142857,(ng/g DW),5.39,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
S. of Lukens,SL,DE,Delaware River,,39.67383,-75.5479,,07/01/2012,,July,2012,grab,,,(ng/g DW),405.082857142857,(ng/g DW),4.88,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
S. of Lukens,SL,DE,Delaware River,,39.67383,-75.5479,,07/01/2012,,July,2012,grab,,,(ng/g DW),830.022857142857,(ng/g DW),0.96,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
S. of Lukens,SL,DE,Delaware River,,39.67383,-75.5479,,07/01/2012,,July,2012,grab,,,(ng/g DW),356.552857142857,(ng/g DW),11.04,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
S. of Lukens,SL,DE,Delaware River,,39.67383,-75.5479,,07/01/2012,,July,2012,grab,,,(ng/g DW),579.072857142857,(ng/g DW),1.52,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
S. of Lukens,SL,DE,Delaware River,,39.67383,-75.5479,,07/01/2012,,July,2012,grab,,,(ng/g DW),313.457142857143,(ng/g DW),6.14,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
S. of Lukens,SL,DE,Delaware River,,39.67383,-75.5479,,07/01/2012,,July,2012,grab,,,(ng/g DW),400.972857142857,(ng/g DW),2.26,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
S. of Lukens,SL,DE,Delaware River,,39.67383,-75.5479,,07/01/2012,,July,2012,grab,,,(ng/g DW),489.772857142857,(ng/g DW),1.14,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
S. of Lukens,SL,DE,Delaware River,,39.67383,-75.5479,,07/01/2012,,July,2012,grab,,,(ng/g DW),410.283,(ng/g DW),10.94,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
S. of Lukens,SL,DE,Delaware River,,39.67383,-75.5479,,07/01/2012,,July,2012,grab,,,(ng/g DW),161.0155,(ng/g DW),5.52,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
S. of Lukens,SL,DE,Delaware River,,39.67383,-75.5479,,07/01/2012,,July,2012,grab,,,(ng/g DW),121.069,(ng/g DW),4.02,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
S. of Lukens,SL,DE,Delaware River,,39.67383,-75.5479,,07/01/2012,,July,2012,grab,,,(ng/g DW),81.646,(ng/g DW),4.14,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
S. of Lukens,SL,DE,Delaware River,,39.67383,-75.5479,,07/01/2012,,July,2012,grab,,,(ng/g DW),146.081,(ng/g DW),4.93,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
S. of Lukens,SL,DE,Delaware River,,39.67383,-75.5479,,07/01/2012,,July,2012,grab,,,(ng/g DW),37.148,(ng/g DW),1.62,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
S. of Lukens,SL,DE,Delaware River,,39.67383,-75.5479,,07/01/2012,,July,2012,grab,,,(ng/g DW),231.084,(ng/g DW),7.89,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
S. of Lukens,SL,DE,Delaware River,,39.67383,-75.5479,,07/01/2012,,July,2012,grab,,,(ng/g DW),130.759,(ng/g DW),4.8,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
S. of Lukens,SL,DE,Delaware River,,39.67383,-75.5479,,07/01/2012,,July,2012,grab,,,(ng/g DW),46.941,(ng/g DW),1.14,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
S. of Lukens,SL,DE,Delaware River,,39.67383,-75.5479,,07/01/2012,,July,2012,grab,,,(ng/g DW),125.577,(ng/g DW),1.18,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,,07/01/2012,,July,2012,grab,,,(ng/g DW),663.316,(ng/g DW),9.67,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,,07/01/2012,,July,2012,grab,,,(ng/g DW),614.7745,(ng/g DW),9.77,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,,07/01/2012,,July,2012,grab,,,(ng/g DW),342.942,(ng/g DW),6.94,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,,07/01/2012,,July,2012,grab,,,(ng/g DW),373.984,(ng/g DW),9.48,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,,07/01/2012,,July,2012,grab,,,(ng/g DW),814.331,(ng/g DW),8.48,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,,07/01/2012,,July,2012,grab,,,(ng/g DW),436.534,(ng/g DW),5.19,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,,07/01/2012,,July,2012,grab,,,(ng/g DW),652.467,(ng/g DW),4.89,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,,07/01/2012,,July,2012,grab,,,(ng/g DW),313.608,(ng/g DW),8.06,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,,07/01/2012,,July,2012,grab,,,(ng/g DW),358.751,(ng/g DW),7.81,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,,07/01/2012,,July,2012,grab,,,(ng/g DW),497.956,(ng/g DW),8.59,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,,07/01/2012,,July,2012,grab,,,(ng/g DW),612.537142857143,(ng/g DW),8.53,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,,07/01/2012,,July,2012,grab,,,(ng/g DW),416.687142857143,(ng/g DW),7.8,,,,,,,,,,,,DERiver2012_GrabSedment_June2015
