site name,site code,state,system,subsite,latitude,longitude,individual ID,sample date,sample month,sample day,sample year,taxonomic group,Genus,species,common name,wet weight (g),dry weight (g),length (mm),width (mm),MeHg (ng/g DW),iHg (ng/g DW),THg sum species (ng/g DW),THg DMA (ng/g DW),tissue,n (if composite),notes,notes 2,notes 3,DORM % recovery,TORT2 % recovery,analysis duplicate RPD,,file name for data pull,,,MeHg DL,iHg DL
Barn Island,BI-L,CT,Long Island Sound,LOC,41.33838,-71.87983,6328,,August,,2013,bivalve,Geukensia,demissa,ribbed mussel,5.0652,0.588099999999997,52,,17.164,32.961,50.1249818433647,75.6,,,ribbed,,,,,,,,,,,
Barn Island,BI-L,CT,Long Island Sound,LOC,41.33838,-71.87983,6329,,August,,2013,bivalve,Geukensia,demissa,ribbed mussel,9.4166,0.942899999999998,60,,28.227,45.623,73.8501895180573,82.7,,,ribbed,,,,,,,,,,,
Barn Island,BI-L,CT,Long Island Sound,LOC,41.33838,-71.87983,6330,,August,,2013,bivalve,Geukensia,demissa,ribbed mussel,13.8486,1.332,65,,36.119,41.915,78.034019580286,74.1,,,ribbed,,,,,,,,,,,
Barn Island,BI-L,CT,Long Island Sound,LOC,41.33838,-71.87983,6331,,August,,2013,bivalve,Geukensia,demissa,ribbed mussel,1.3079,0.1197,30,,31.537,52.967,84.5047371807116,93.2,,,ribbed,,,,,,,,,,,
Barn Island,BI-L,CT,Long Island Sound,LOC,41.33838,-71.87983,6332,,August,,2013,bivalve,Geukensia,demissa,ribbed mussel,2.8943,0.2649,43,,22.971,44.170,67.1409741303586,88.2,,,ribbed,,,,,,,,,,,
Barn Island,BI-L,CT,Long Island Sound,LOC,41.33838,-71.87983,6333,,August,,2013,bivalve,Geukensia,demissa,ribbed mussel,7.6606,0.662300000000002,58,,13.732,51.928,65.659943718005,100.6,,,ribbed,,,,,,,,,,,
Barn Island,BI-L,CT,Long Island Sound,LOC,41.33838,-71.87983,6334,,August,,2013,bivalve,Geukensia,demissa,ribbed mussel,8.5928,0.6995,60,,24.654,43.953,68.6072519473633,74.1,,,ribbed,,,,,,,,,,,
Barn Island,BI-L,CT,Long Island Sound,LOC,41.33838,-71.87983,6335,,August,,2013,bivalve,Geukensia,demissa,ribbed mussel,13.8498,1.3647,73,,48.731,33.759,82.4906100389702,95.3,,,ribbed,,,,,,,,,,,
Barn Island,BI-L,CT,Long Island Sound,LOC,41.33838,-71.87983,6336,,August,,2013,teleost,Fundulus,majalis,striped killifish,1.0422,0.2209,44,,13.364,<MDL,14.2836092607715,22.3,,,female,,,,,,,,,,,
Barn Island,BI-L,CT,Long Island Sound,LOC,41.33838,-71.87983,6337,,August,,2013,teleost,Fundulus,majalis,striped killifish,1.6288,0.3821,52,,14.540,<MDL,18.2308921978069,20.7,,,"female - vertical stripes, but few and appear to be starting horizontal band",,,,,,,,,,,
Barn Island,BI-L,CT,Long Island Sound,LOC,41.33838,-71.87983,6338,,August,,2013,teleost,Fundulus,majalis,striped killifish,3.0368,0.72,65,,12.612,<MDL,16.4201496628625,11.3,,,female,,,,,,,,,,,
Barn Island,BI-L,CT,Long Island Sound,LOC,41.33838,-71.87983,6339,,August,,2013,teleost,Fundulus,majalis,striped killifish,3.9315,1.0023,71,,11.559,<MDL,12.6292122501463,11.9,,,female,,,,,,,,,,,
Barn Island,BI-L,CT,Long Island Sound,LOC,41.33838,-71.87983,6340,,August,,2013,teleost,Fundulus,majalis,striped killifish,4.5982,1.101,75,,11.187,<MDL,13.0558373875059,12.3,,,female,,,,,,,,,,,
Goshen,GC-L,CT,Long Island Sound,LOC,41.30193,-72.11815,6346,,August,,2013,decapod,Crangon,septemspinosa,sand shrimp,0.188500000000001,0.0402,28,,70.709,11.433,82.142116440836,,,,,,,,,,,,,,,
Goshen,GC-L,CT,Long Island Sound,LOC,41.30193,-72.11815,6347,,August,,2013,decapod,Crangon,septemspinosa,sand shrimp,0.297900000000002,0.0675,34,,40.417,9.761,50.1776580164746,,,,,,,,,,,,,,,
Goshen,GC-L,CT,Long Island Sound,LOC,41.30193,-72.11815,6348,,August,,2013,decapod,Crangon,septemspinosa,sand shrimp,0.473799999999997,0.1133,36,,85.075,7.232,92.3070690834976,,,,,,,,,,,,,,,
Goshen,GC-L,CT,Long Island Sound,LOC,41.30193,-72.11815,6349,,August,,2013,decapod,Crangon,septemspinosa,sand shrimp,0.546700000000001,0.1058,38,,79.352,11.377,90.7292395711097,,,,gravid,,,,,,,,,,,
Goshen,GC-L,CT,Long Island Sound,LOC,41.30193,-72.11815,6350,,August,,2013,decapod,Crangon,septemspinosa,sand shrimp,0.587000000000003,0.1412,40,,100.823,11.867,112.690490668125,111.26,,,,,,,,,,,,,,
Goshen,GC-L,CT,Long Island Sound,LOC,41.30193,-72.11815,6351,,August,,2013,decapod,Crangon,septemspinosa,sand shrimp,0.179200000000002,0.0401,28,,38.987,<MDL,44.4849319692781,,,,,,,,,,,,,,,
Goshen,GC-L,CT,Long Island Sound,LOC,41.30193,-72.11815,6352,,August,,2013,decapod,Crangon,septemspinosa,sand shrimp,0.293300000000002,0.0663,35,,33.215,7.244,40.4591935519389,,,,,,,,,,,,,,,
Goshen,GC-L,CT,Long Island Sound,LOC,41.30193,-72.11815,6353,,August,,2013,decapod,Crangon,septemspinosa,sand shrimp,0.468600000000002,0.1076,38,,33.897,6.353,40.2495682482752,,,,,,,,,,,,,,,
Goshen,GC-L,CT,Long Island Sound,LOC,41.30193,-72.11815,6354,,August,,2013,decapod,Crangon,septemspinosa,sand shrimp,0.435399999999998,0.0896,35,,25.749,<MDL,28.5157884319967,,,,,,,,,,,,,,,
Goshen,GC-L,CT,Long Island Sound,LOC,41.30193,-72.11815,6355,,August,,2013,decapod,Crangon,septemspinosa,sand shrimp,0.6923,0.1455,41,,101.662,16.142,117.804100252103,143.67,,,gravid,,,,,,,,,,,
Goshen,GC-L,CT,Long Island Sound,LOC,41.30193,-72.11815,6356,,August,,2013,teleost,Fundulus,heteroclitus,mummichog,0.6584,0.1528,40,,13.800,<MDL,16.0127629015183,21.2,,,male ,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,6357,,July,,2013,gastropod,Littorina,littorea,periwinkle,1.7383,0.1387,20,,14.395,76.623,91.0184039051116,,,,wet weight incorrect - lots of water in vial,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,6358,,July,,2013,gastropod,Littorina,littorea,periwinkle,0.793499999999998,0.1755,25,,<MDL,33.517,#VALUE!,,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,6359,,July,,2013,gastropod,Littorina,littorea,periwinkle,1.1533,0.2636,23,,20.827,284.275,305.101960942099,,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,6360,,July,,2013,gastropod,Littorina,littorea,periwinkle,0.963299999999997,0.1654,24,,18.632,104.221,122.852810810153,,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,6361,,July,,2013,gastropod,Littorina,littorea,periwinkle,1.0146,0.1731,25,,14.449,384.835,399.284417626248,,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,6362,,July,,2013,gastropod,Littorina,littorea,periwinkle,0.917000000000002,0.214200000000002,25,,16.623,205.154,221.777565047279,,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,6363,,July,,2013,gastropod,Littorina,littorea,periwinkle,1.0624,0.2257,25,,10.911,189.680,200.59093849433,,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,6364,,July,,2013,gastropod,Littorina,littorea,periwinkle,1.1241,0.2535,26,,13.186,268.844,282.030235334337,,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,6365,,July,,2013,gastropod,Littorina,littorea,periwinkle,1.0437,0.2272,26,,9.175,206.119,215.29424944279,,,,,,,,,,,,,,,
Jefferson Patterson,JP-H,MD,Chesapeake,HOC,38.38972,-76.5069,6366,,July,,2013,gastropod,Littorina,littorea,periwinkle,1.0045,0.2215,25,,18.392,215.261,233.652960315243,,,,,,,,,,,,,,,
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,4387,,July,16-23,2012,decapod,Palaemonetes,spp.,grass shrimp,0.4689,0.0995,37,,52,10.3,62.4,75.0,whole body,1,,,,,,,,,,,2,10
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,4388,,July,16-23,2012,decapod,Palaemonetes,spp.,grass shrimp,0.3564,0.0826,37,,11,15.01,26,36.0,whole body,1,,,,,,,,,,,,
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,4389,,July,16-23,2012,decapod,Palaemonetes,spp.,grass shrimp,0.6739,0.1571,38,,3.3,11.21,14.5,18.9,whole body,1,,,,,,,,,,,,
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,4390,,July,16-23,2012,teleost,Morone,saxatilis,striped bass,0.2711,0.0451,112,,317.8,<MDL,323.7,349.0,muscle plug,1,,,,,,,,,,,,
Buttonwood,BW,DE,Delaware River,,39.45947,-75.50899,4391,,July,16-23,2012,teleost,Morone,saxatilis,striped bass,0.3298,0.0668,137,,236.6,<MDL,239.2,253.3,muscle plug,1,,,,,,,,,,,,
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,4392,,July,16-23,2012,teleost,Morone,saxatilis,striped bass,0.1076,0.0123,148,,485.1,<MDL,491.9,469.0,muscle plug,1,,,,,,,,,,,,
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,4393,,July,16-23,2012,decapod,Palaemonetes,spp.,grass shrimp,0.3638,0.0805,37,,15.6,34.06,49.6,62.0,whole body,1,,,,,,,,,,,,
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,4394,,July,16-23,2012,decapod,Palaemonetes,spp.,grass shrimp,0.3121,0.0813,39,,13.6,25.51,39.1,45.6,whole body,1,,,,,,,,,,,,
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,4395,,July,16-23,2012,decapod,Palaemonetes,spp.,grass shrimp,0.9518,0.2003,44,,27.1,24.08,51.2,55.3,whole body,1,,,,,,,,,,,,
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,4396,,July,16-23,2012,teleost,Morone,saxatilis,striped bass,0.1849,0.0323,130,,112.1,<MDL,115.5,113.2,muscle plug,1,,,,,,,,,,,,
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,4397,,July,16-23,2012,teleost,Morone,saxatilis,striped bass,0.3171,0.0585,145,,50.6,<MDL,51.4,,muscle plug,1,,,,,,,,,,,,
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,4398,,July,16-23,2012,teleost,Morone,saxatilis,striped bass,0.3658,0.0588,131,,111,<MDL,113.2,,muscle plug,1,,,,,,,,,,,,
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,4399,,July,16-23,2012,teleost,Morone,saxatilis,striped bass,0.2683,0.0516,128,,248.9,<MDL,251.3,,muscle plug,1,,,,,,,,,,,,
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,4400,,July,16-23,2012,decapod,Palaemonetes,spp.,grass shrimp,0.2946,0.0759,33,,19.6,11.54,31.1,34.1,whole body,1,,,,,,,,,,,,
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,4401,,July,16-23,2012,decapod,Palaemonetes,spp.,grass shrimp,0.5054,0.1373,36,,61.9,11.78,73.6,81.0,whole body,1,,,,,,,,,,,,
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,4402,,July,16-23,2012,decapod,Palaemonetes,spp.,grass shrimp,0.6052,0.1651,37,,57.3,<MDL,64.8,68.7,whole body,1,,,,,,,,,,,,
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,4403,,July,16-23,2012,decapod,Palaemonetes,spp.,grass shrimp,0.3104,0.0881,33,,77,11.11,88.1,80.1,whole body,1,,,,,,,,,,,,
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,4404,,July,16-23,2012,decapod,Palaemonetes,spp.,grass shrimp,0.2677,0.0737,36,,42.8,13.26,56.1,59.8,whole body,1,,,,,,,,,,,,
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,4405,,July,16-23,2012,decapod,Palaemonetes,spp.,grass shrimp,0.272,0.0736,36,,68.9,11.27,80.2,63.9,whole body,1,,,,,,,,,,,,
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,4406,,July,16-23,2012,decapod,Palaemonetes,spp.,grass shrimp,0.3825,0.0802,35,,41.3,<MDL,50,50.8,whole body,1,,,,,,,,,,,,
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,4407,,July,16-23,2012,decapod,Palaemonetes,spp.,grass shrimp,0.3836,0.0822,36,,27.2,12.81,40,37.4,whole body,1,,,,,,,,,,,,
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,4408,,July,16-23,2012,decapod,Palaemonetes,spp.,grass shrimp,0.7861,0.1674,42,,26.6,<MDL,34.1,34.0,whole body,1,,,,,,,,,,,,
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,4409,,July,16-23,2012,decapod,Palaemonetes,spp.,grass shrimp,0.3708,0.0784,36,,18.9,30.35,49.2,61.9,whole body,1,,,,,,,,,,,,
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,4410,,July,16-23,2012,decapod,Palaemonetes,spp.,grass shrimp,0.8016,0.1684,46,,17.3,29.68,47,47.5,whole body,1,,,,,,,,,,,,
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,4411,,July,16-23,2012,decapod,Palaemonetes,spp.,grass shrimp,1.0617,0.2608,47,,10.7,20.36,31,45.6,whole body,1,,,,,,,,,,,,
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,4412,,July,16-23,2012,teleost,Morone,saxatilis,striped bass,0.2771,0.0522,142,,451.2,<MDL,457.2,,muscle plug,1,,,,,,,,,,,,
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,4413,,July,16-23,2012,teleost,Morone,saxatilis,striped bass,0.3247,0.0561,145,,461.3,<MDL,466.6,515.7,muscle plug,1,,,,,,,,,,,,
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,4414,,July,16-23,2012,teleost,Morone,saxatilis,striped bass,0.1796,0.0225,130,,532.9,<MDL,540.2,494.1,muscle plug,1,,,,,,,,,,,,
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,4415,,July,16-23,2012,teleost,Morone,saxatilis,striped bass,0.452,0.0576,207,,398.9,<MDL,404.3,,muscle plug,1,,,,,,,,,,,,
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,4416,,July,16-23,2012,decapod,Palaemonetes,spp.,grass shrimp,0.4421,0.0987,37,,30.5,32.79,63.3,,whole body,1,,,,,,,,,,,,
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,4417,,July,16-23,2012,decapod,Palaemonetes,spp.,grass shrimp,0.4422,0.0937,37,,8.4,22.59,31,,whole body,1,,,,,,,,,,,,
Luken's Marsh,LM,DE,Delaware River,,39.68551,-75.53755,4418,,July,16-23,2012,decapod,Palaemonetes,spp.,grass shrimp,0.8122,0.1787,45,,66.3,33.31,99.6,101.1,whole body,1,,,,,,,,,,,,
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,4419,,July,16-23,2012,decapod,Uca,sp.,fiddler crab,0.8038,0.2572,12,,12.7,10.1,22.8,32.3,whole body,1,,,,,,,,,,,,
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,4420,,July,16-23,2012,decapod,Uca,sp.,fiddler crab,0.3687,0.1032,11,,12.8,<MDL,20.8,28.9,whole body,1,,,,,,,,,,,,
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,4421,,July,16-23,2012,decapod,Uca,sp.,fiddler crab,0.8749,0.2923,14,,12.3,<MDL,19.8,23.5,whole body,1,,,,,,,,,,,,
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,4422,,July,16-23,2012,decapod,Uca,sp.,fiddler crab,0.6653,0.1369,11,,38.1,26.91,65,105.0,whole body,1,,,,,,,,,,,,
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,4423,,July,16-23,2012,decapod,Uca,sp.,fiddler crab,0.9061,0.2772,13,,17,18.08,35.1,52.0,whole body,1,,,,,,,,,,,,
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,4424,,July,16-23,2012,decapod,Uca,sp.,fiddler crab,0.8802,0.276,13,,8,<MDL,16.7,32.3,whole body,1,,,,,,,,,,,,
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,4425,,July,16-23,2012,teleost,Menidia,menidia,silverside,1.453,0.3496,60,,57.5,<MDL,60.8,54.3,whole body,1,,,,,,,,,,,,
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,4426,,July,16-23,2012,teleost,Menidia,menidia,silverside,1.1102,0.3009,57,,77.2,<MDL,79.6,82.0,whole body,1,,,,,,,,,,,,
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,4427,,July,16-23,2012,teleost,Menidia,menidia,silverside,1.4523,0.3518,63,,60.3,<MDL,66.5,56.4,whole body,1,,,,,,,,,,,,
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,4428,,July,16-23,2012,decapod,Uca,sp.,fiddler crab,0.3148,0.1097,9,,10.1,20.78,30.8,42.3,whole body,1,,,,,,,,,,,,
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,4429,,July,16-23,2012,decapod,Uca,sp.,fiddler crab,0.5746,0.2298,11,,11.4,10.19,21.6,26.2,whole body,1,,,,,,,,,,,,
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,4430,,July,16-23,2012,decapod,Uca,sp.,fiddler crab,0.9486,0.2254,13,,10,11.35,21.3,33.3,whole body,1,,,,,,,,,,,,
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,4431,,July,16-23,2012,teleost,Menidia,menidia,silverside,1.0494,0.3151,60,,70.3,<MDL,74.7,57.7,whole body,1,,,,,,,,,,,,
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,4432,,July,16-23,2012,teleost,Menidia,menidia,silverside,1.1387,0.3328,60,,63.8,<MDL,70.4,61.3,whole body,1,,,,,,,,,,,,
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,4433,,July,16-23,2012,teleost,Menidia,menidia,silverside,1.0912,0.3213,59,,49.8,<MDL,51.5,58.4,whole body,1,,,,,,,,,,,,
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,4434,,July,16-23,2012,decapod,Uca,sp.,fiddler crab,0.5236,0.1699,11,,11.4,11.31,22.7,39.6,whole body,1,,,,,,,,,,,,
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,4435,,July,16-23,2012,decapod,Uca,sp.,fiddler crab,0.5603,0.1799,12,,6.4,13.65,20,30.8,whole body,1,,,,,,,,,,,,
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,4436,,July,16-23,2012,decapod,Uca,sp.,fiddler crab,0.6481,0.1917,13,,13.2,19.79,33,43.8,whole body,1,,,,,,,,,,,,
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,4437,,July,16-23,2012,teleost,Menidia,menidia,silverside,1.2156,0.3268,59,,50.4,<MDL,51.2,60.2,whole body,1,,,,,,,,,,,,
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,4438,,July,16-23,2012,teleost,Menidia,menidia,silverside,1.2443,0.3406,58,,52.6,<MDL,53.5,76.7,whole body,1,,,,,,,,,,,,
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,4439,,July,16-23,2012,teleost,Menidia,menidia,silverside,1.3451,0.3844,61,,72.8,<MDL,73.9,70.7,whole body,1,,,,,,,,,,,,
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,4440,,July,16-23,2012,bivalve,Corbicula,fluminea,Asian clam,0.9888,0.1481,25,,18.2,<MDL,26.8,36.6,whole body,1,,,,,,,,,,,,
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,4441,,July,16-23,2012,bivalve,Corbicula,fluminea,Asian clam,0.5007,0.0958,20,,12.2,<MDL,19.6,31.4,whole body,1,,,,,,,,,,,,
Penn Treaty,PT,DE,Delaware River,,39.96545,-75.12945,4442,,July,16-23,2012,bivalve,Corbicula,fluminea,Asian clam,0.8362,0.1202,23,,23.5,20.71,44.2,63.7,whole body,1,,,,,,,,,,,,
Penn Treaty,PT,DE,Delaware River,,39.96545,-75.12945,4443,,July,16-23,2012,bivalve,Corbicula,fluminea,Asian clam,1.0439,0.0909,21,,30.6,14.8,45.4,50.2,whole body,1,,,,,,,,,,,,
Penn Treaty,PT,DE,Delaware River,,39.96545,-75.12945,4444,,July,16-23,2012,bivalve,Corbicula,fluminea,Asian clam,1.0957,0.1651,,,32.7,18.35,51.1,54.2,whole body,1,,,,,,,,,,,,
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,4445,,July,16-23,2012,bivalve,Corbicula,fluminea,Asian clam,0.2273,0.0341,15,,20,<MDL,30.4,,whole body,1,,,,,,,,,,,,
Timber Blvd,TB,DE,Delaware River,,39.88037,-75.12694,4446,,July,16-23,2012,bivalve,Corbicula,fluminea,Asian clam,0.9921,0.1764,23,,24.9,<MDL,32.5,40.1,whole body,1,,,,,,,,,,,,
Timber Blvd,TB,DE,Delaware River,,39.88037,-75.12694,4447,,July,16-23,2012,bivalve,Corbicula,fluminea,Asian clam,1.1446,0.1622,23,,25.4,<MDL,34.4,50.2,whole body,1,,,,,,,,,,,,
Timber Blvd,TB,DE,Delaware River,,39.88037,-75.12694,4448,,July,16-23,2012,bivalve,Corbicula,fluminea,Asian clam,0.8262,0.0791,18,,24.2,13.79,37.9,,whole body,1,,,,,,,,,,,,
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,4449,,July,16-23,2012,decapod,Callinectes,sapidus,blue crab,30.905,12.2914,65,,37.5,<MDL,43.7,49.2,whole body,1,Rough wet weight,,,,,,,,,,,
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,4450,,July,16-23,2012,decapod,Callinectes,sapidus,blue crab,8.5519,3.1926,44,,17.7,<MDL,24,25.1,whole body,1,Rough wet weight,,,,,,,,,,,
Pennsville Landfill,PL,DE,Delaware River,,39.63783,-75.54769,4451,,July,16-23,2012,decapod,Callinectes,sapidus,blue crab,6.146,2.2378,40,,28.9,12.85,41.7,39.1,whole body,1,Rough wet weight,,,,,,,,,,,
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,4452,,July,16-23,2012,decapod,Callinectes,sapidus,blue crab,11.9517,4.6067,47,,14.3,<MDL,15.7,17.5,whole body,1,"Thawed & Refroze, Rough Wet weight",,,,,,,,,,,
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,4453,,July,16-23,2012,decapod,Callinectes,sapidus,blue crab,9.5587,4.0626,49,,11.7,<MDL,12.3,18.3,whole body,1,"Thawed & Refroze, Rough Wet weight",,,,,,,,,,,
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,4454,,July,16-23,2012,decapod,Callinectes,sapidus,blue crab,4.4792,0.8946,43,,44.8,<MDL,51.3,47.1,whole body,1,,,,,,,,,,,,
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,4455,,July,16-23,2012,decapod,Callinectes,sapidus,blue crab,11.5229,1.4759,53,,29.3,<MDL,37.4,45.0,whole body,1,,,,,,,,,,,,
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,4456,,July,16-23,2012,decapod,Callinectes,sapidus,blue crab,9.2136,5.2786,50,,16,<MDL,24.3,26.7,whole body,1,,,,,,,,,,,,
Gen Chem,GC,DE,Delaware River,,39.80062,-75.43884,4457,,July,16-23,2012,decapod,Callinectes,sapidus,blue crab,2.7102,0.7979,44,,2,<MDL,2.5,3.0,whole body,1,"rough wet weigh, Prevtashy Beach",,,,,,,,,,,
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,4458,,July,16-23,2012,decapod,Callinectes,sapidus,blue crab,6.6333,1.1861,45,,37.7,18.05,55.7,60.8,whole body,1,"Thawed & Refroze, Rough Wet weight",,,,,,,,,,,
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,4459,,July,16-23,2012,decapod,Callinectes,sapidus,blue crab,12.9684,4.8391,52,,59.7,<MDL,63.4,47.7,whole body,1,"Thawed & Refroze, Rough Wet weight",,,,,,,,,,,
North Beach,NB,DE,Delaware River,,39.12737,-74.88814,4460,,July,16-23,2012,decapod,Callinectes,sapidus,blue crab,21.479,7.5111,56,,32.5,<MDL,41.3,36.4,whole body,1,Rough wet weight,,,,,,,,,,,
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,4461,,July,16-23,2012,decapod,Callinectes,sapidus,blue crab,5.0193,2.2146,43,,7.4,<MDL,8.3,28.1,whole body,1,Rough wet Weight,,,,,,,,,,,
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,4462,,July,16-23,2012,decapod,Callinectes,sapidus,blue crab,5.1293,1.9767,38,,20.4,<MDL,21.4,20.3,whole body,1,Rough wet Weight,,,,,,,,,,,
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,4463,,July,16-23,2012,decapod,Callinectes,sapidus,blue crab,20.737,7.6089,58,,14.9,<MDL,16.4,14.7,whole body,1,Rough Wet Weight,,,,,,,,,,,
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,4465,,July,16-23,2012,bivalve,Geukensia,demissa,ribbed mussel,5.5095,0.5703,27,,23.3,25.84,49.1,60.1,whole body,1,,,,,,,,,,,,
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,4466,,July,16-23,2012,bivalve,Geukensia,demissa,ribbed mussel,3.2815,0.4315,24,,22.7,16.42,39.2,54.4,whole body,1,,,,,,,,,,,,
Sea Breeze,SB,DE,Delaware River,,39.31878,-75.31812,4467,,July,16-23,2012,bivalve,Geukensia,demissa,ribbed mussel,1.3603,0.3021,22,,21.8,35.17,57,20.0,whole body,1,,,,,,,,,,,,
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,4469,,July,16-23,2012,bivalve,Geukensia,demissa,ribbed mussel,3.707,0.5801,28,,40.2,34.56,74.8,87.0,whole body,1,,,,,,,,,,,,
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,4470,,July,16-23,2012,bivalve,Geukensia,demissa,ribbed mussel,1.6991,0.2724,22,,40.2,34.67,74.9,87.6,whole body,1,,,,,,,,,,,,
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,4471,,July,16-23,2012,bivalve,Geukensia,demissa,ribbed mussel,2.8888,0.4357,22,,45.7,29.02,74.7,96.3,whole body,1,,,,,,,,,,,,
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,4472,,July,16-23,2012,gastropod,Ilyanassa,obsoleta,snail,1.3525,0.2077,15,,15.2,326.47,341.7,335.0,composite whole bodies,5,probable ID,snail species #3,,,,,,,,,,
Fortescue,FS,DE,Delaware River,,39.22282,-75.16595,4473,,July,16-23,2012,gastropod,Ilyanassa,obsoleta,snail,1.5261,0.2333,16.4,,14.6,319.81,334.4,436.0,composite whole bodies,5,probable ID,snail species #3,,,,,,,,,,
